	date_time	sensor_id	date_time_conv
0	1262952000	b'??? '	1940-01-09 12:00:00
13819	2407363200	b'???c'	1976-04-15 00:00:00
18062	2635416000	b'ZJAc'	1983-07-07 12:00:00
20805	2758320000	b'V8A '	1987-05-30 00:00:00
21262	2782468800	b'VBV '	1988-03-04 12:00:00
24607	3084613200	b'VCG '	1997-09-30 13:00:00
27338	3326961600	b'VNG '	2005-06-05 12:00:00
30017	3565944000	b'79.0'	2012-12-31 12:00:00
30037	3567672000	b'nan'	2013-01-20 12:00:00
30173	3579418800	b'80.0'	2013-06-05 11:00:00
31175	3668328000	b'41.0'	2016-03-30 12:00:00
31177	3668502240	b'14.0'	2016-04-01 12:24:00
31464	3693814219	b'141.'	2017-01-19 11:30:19
