	date_time	sensor_id	date_time_conv
0	1813406400	b'IA1 '	1957-06-19 12:00:00
8026	2312755200	b'WI4 '	1973-04-16 00:00:00
19093	2871162000	b'XXX '	1990-12-26 01:00:00
19094	2877728400	b'IA7 '	1991-03-12 01:00:00
19452	2943565200	b'I31 '	1993-04-12 01:00:00
26167	3320737200	b'MI1 '	2005-03-25 11:00:00
28165	3452238000	b'FGC '	2009-05-25 11:00:00
29476	3557523600	b'nan'	2012-09-25 01:00:00
29613	3587241600	b'80.0'	2013-09-04 00:00:00
30163	3652905600	b'26.0'	2015-10-04 00:00:00
30349	3674764800	b'24.0'	2016-06-13 00:00:00
30871	3728851200	b'21.0'	2018-03-01 00:00:00
31645	3772785600	b'29.0'	2019-07-22 12:00:00
