	date_time	sensor_id	date_time_conv
0	1368802800	b'V2D '	1943-05-18 15:00:00
6227	2729592000	b'V8A '	1986-07-01 12:00:00
10645	2958739200	b'VDV '	1993-10-04 16:00:00
11613	3083230800	b'VHg '	1997-09-14 13:00:00
12525	3203751600	b'XXX '	2001-07-10 11:00:00
12526	3212481600	b'VDG '	2001-10-19 12:00:00
12803	3248334000	b'VGG '	2002-12-08 11:00:00
13596	3350286000	b'VNg '	2006-03-02 11:00:00
15516	3565940400	b'80.0'	2012-12-31 11:00:00
15604	3573547200	b'nan'	2013-03-29 12:00:00
17040	3702712520	b'114.'	2017-05-02 11:15:20
17047	3703317322	b'141.'	2017-05-09 11:15:22
17386	3733902000	b'41.0'	2018-04-28 11:00:00
17411	3736148400	b'16.0'	2018-05-24 11:00:00
17571	3751786800	b'29.0'	2018-11-21 11:00:00
17838	3778570800	b'13.0'	2019-09-27 11:00:00
17839	3778657200	b'26.0'	2019-09-28 11:00:00
18015	3796455600	b'34.0'	2020-04-21 11:00:00
18019	3796801200	b'30.0'	2020-04-25 11:00:00
18129	3807946800	b'28.0'	2020-09-01 11:00:00
18133	3808292400	b'31.0'	2020-09-05 11:00:00
