	date_time	sensor_id	date_time_conv
0	948177900	b'H2G '	1930-01-18 06:45:00
36848	3266089200	b'H9G '	2003-07-01 23:00:00
43789	3565983600	b'32.0'	2012-12-31 23:00:00
44794	3609399600	b'nan'	2014-05-18 11:00:00
48759	3780818116	b'132.'	2019-10-23 11:15:16
48774	3781474883	b'133.'	2019-10-31 01:41:23
48778	3781645503	b'131.'	2019-11-02 01:05:03
49363	3806910921	b'200.'	2020-08-20 11:15:21
49387	3807950400	b'0.0'	2020-09-01 12:00:00
49446	3810496521	b'201.'	2020-09-30 23:15:21
49588	3816630912	b'202.'	2020-12-10 23:15:12
