	date_time	sensor_id	date_time_conv
0	1422914400	b'U?? '	1945-02-02 22:00:00
15060	2325715200	b'U??c'	1973-09-13 00:00:00
19086	2631276000	b'ZF1c'	1983-05-20 14:00:00
20070	2865668400	b'???c'	1990-10-23 11:00:00
20071	2865682800	b'ZK9c'	1990-10-23 15:00:00
20335	2890130400	b'VC5 '	1991-08-02 14:00:00
20568	2910603600	b'USHc'	1992-03-26 13:00:00
20603	2913048000	b'ZKAc'	1992-04-23 20:00:00
21224	2994076800	b'VC6 '	1994-11-17 16:00:00
21307	3013444800	b'XXX '	1995-06-29 20:00:00
21309	3270458880	b'VHG '	2003-08-21 12:48:00
21820	3348492600	b'VNg '	2006-02-09 16:50:00
22373	3565015200	b'nan'	2012-12-20 18:00:00
22374	3568474800	b'80.0'	2013-01-29 19:00:00
