	date_time	sensor_id	date_time_conv
0	1380546000	b'ABA '	1943-10-01 13:00:00
800	1467198000	b'XXX '	1946-06-30 11:00:00
2010	1580166000	b'AW1 '	1950-01-27 23:00:00
36468	2331072000	b'AA63'	1973-11-14 00:00:00
45896	2512940400	b'APA3'	1979-08-19 23:00:00
51064	2609884800	b'APB '	1982-09-15 00:00:00
51596	2619468000	b'APCa'	1983-01-03 22:00:00
57681	2733260400	b'W__ '	1986-08-12 23:00:00
57805	2735942400	b'APJa'	1986-09-13 00:00:00
59690	2774901600	b'V8A '	1987-12-07 22:00:00
64684	2888434800	b'VDR '	1991-07-13 23:00:00
78064	3232911600	b'VDT '	2002-06-12 23:00:00
78777	3250450800	b'VDN '	2003-01-01 23:00:00
81995	3336937200	b'VGT '	2005-09-28 23:00:00
82032	3338323200	b'VGR '	2005-10-15 00:00:00
82591	3358882800	b'VNt '	2006-06-09 23:00:00
88182	3565983600	b'80.0'	2012-12-31 23:00:00
88183	3566005200	b'nan'	2013-01-01 05:00:00
90690	3656639093	b'78.0'	2015-11-16 05:04:53
92204	3740079600	b'41.0'	2018-07-08 23:00:00
92206	3740166935	b'141.'	2018-07-09 23:15:35
93427	3847226575	b'142.'	2021-11-30 02:02:55
