	date_time	sensor_id	date_time_conv
0	1104577200	b'G4  '	1935-01-02 11:00:00
28802	2808774000	b'??? '	1989-01-02 23:00:00
31329	2887311600	b'VEr '	1991-06-30 23:00:00
34133	2984943600	b'VEv '	1994-08-03 23:00:00
36184	3073676400	b'VEg '	1997-05-26 23:00:00
36694	3105561600	b'VEG '	1998-05-31 00:00:00
38725	3215376000	b'V9d '	2001-11-22 00:00:00
41050	3316550400	b'FG2 '	2005-02-05 00:00:00
43056	3403378800	b'FGC '	2007-11-06 23:00:00
46840	3565983600	b'77.0'	2012-12-31 23:00:00
46902	3568644000	b'nan'	2013-01-31 18:00:00
47523	3596008620	b'177.'	2013-12-14 11:17:00
