	date_time	sensor_id	date_time_conv
0	1753927200	b'RA4 '	1955-08-01 02:00:00
26855	2728339200	b'W__ '	1986-06-17 00:00:00
28050	2767456800	b'MRa '	1987-09-12 18:00:00
28273	2773720800	b'RZ3 '	1987-11-24 06:00:00
30276	2821759200	b'MRz '	1989-06-02 06:00:00
34368	3085041600	b'XXX '	1997-10-05 12:00:00
41703	3565944000	b'89.0'	2012-12-31 12:00:00
41738	3567456000	b'nan'	2013-01-18 00:00:00
42050	3580934400	b'29.0'	2013-06-23 00:00:00
43483	3662884800	b'28.0'	2016-01-27 12:00:00
43858	3679171200	b'90.0'	2016-08-03 00:00:00
45223	3738916800	b'62.0'	2018-06-25 12:00:00
45649	3757404600	b'162.'	2019-01-25 11:30:00
45910	3768679800	b'69.0'	2019-06-04 23:30:00
