	date_time	sensor_id	date_time_conv
0	1578319200	b'RK5 '	1950-01-06 14:00:00
36728	2663884800	b'RRB '	1984-06-01 00:00:00
39095	2724710400	b'MR5 '	1986-05-06 00:00:00
43247	2825258400	b'MRr '	1989-07-12 18:00:00
45638	2918937600	b'RZ3 '	1992-07-01 00:00:00
48239	3060720000	b'WRZ '	1996-12-28 00:00:00
49167	3115760400	b'XXX '	1998-09-26 01:00:00
56524	3565944000	b'27.0'	2012-12-31 12:00:00
56570	3567931200	b'nan'	2013-01-23 12:00:00
56611	3569702400	b'88.0'	2013-02-13 00:00:00
56709	3573936000	b'69.0'	2013-04-03 00:00:00
56838	3579508800	b'29.0'	2013-06-06 12:00:00
57322	3600417600	b'28.0'	2014-02-03 12:00:00
57568	3611044800	b'89.0'	2014-06-06 12:00:00
57648	3614544000	b'58.0'	2014-07-17 00:00:00
58551	3657614400	b'62.0'	2015-11-27 12:00:00
58814	3669019200	b'90.0'	2016-04-07 12:00:00
59463	3697185600	b'60.0'	2017-02-27 12:00:00
59783	3711182400	b'68.0'	2017-08-08 12:00:00
60834	3756627000	b'162.'	2019-01-16 11:30:00
