	date_time	sensor_id	date_time_conv
0	1277373600	b'U?? '	1940-06-24 10:00:00
25909	1972166400	b'ZCH '	1962-07-01 00:00:00
28094	2066515200	b'ZD1 '	1965-06-27 00:00:00
28345	2077315200	b'ZDB '	1965-10-30 00:00:00
29223	2114985600	b'Z?? '	1967-01-09 00:00:00
33196	2275776000	b'ZFH '	1972-02-13 00:00:00
34107	2311459200	b'ZFHc'	1973-04-01 00:00:00
40325	2578694400	b'ZJHc'	1981-09-19 00:00:00
43936	2733868800	b'ZKAc'	1986-08-20 00:00:00
45509	2802297600	b'ZKBc'	1988-10-20 00:00:00
49117	2958422400	b'ZKB '	1993-10-01 00:00:00
51620	3067696800	b'ZK2 '	1997-03-18 18:00:00
55426	3233692800	b'XXX '	2002-06-22 00:00:00
55427	3234038400	b'ZKN '	2002-06-26 00:00:00
62737	3549117600	b'VNW '	2012-06-19 18:00:00
63134	3565944000	b'52.0'	2012-12-31 12:00:00
63604	3586204800	b'nan'	2013-08-23 00:00:00
66499	3711222616	b'152.'	2017-08-08 23:10:16
