	date_time	sensor_id	date_time_conv
0	1817078400	b'RS6 '	1957-08-01 00:00:00
18694	2399976000	b'RA4 '	1976-01-20 12:00:00
35945	2804025600	b'RR2 '	1988-11-09 00:00:00
37619	2841458400	b'RZ3 '	1990-01-16 06:00:00
40323	2942784000	b'XXX '	1993-04-03 00:00:00
41764	3565944000	b'29.0'	2012-12-31 12:00:00
41805	3567931200	b'nan'	2013-01-23 12:00:00
41835	3569356800	b'88.0'	2013-02-09 00:00:00
42045	3579076800	b'89.0'	2013-06-01 12:00:00
42889	3617913600	b'59.0'	2014-08-25 00:00:00
45186	3731313600	b'90.0'	2018-03-29 12:00:00
45550	3747513600	b'62.0'	2018-10-03 00:00:00
45580	3748939200	b'30.0'	2018-10-19 12:00:00
46436	3794038980	b'162.'	2020-03-24 11:43:00
46994	3818187000	b'160.'	2020-12-28 23:30:00
