	date_time	sensor_id	date_time_conv
0	1601683200	b'RS3 '	1950-10-04 00:00:00
20441	2400019200	b'RA4 '	1976-01-21 00:00:00
40884	2884680000	b'XXX '	1991-05-31 12:00:00
41761	2996049600	b'RZ3 '	1994-12-10 12:00:00
50377	3565944000	b'29.0'	2012-12-31 12:00:00
50423	3567931200	b'nan'	2013-01-23 12:00:00
51265	3604824000	b'89.0'	2014-03-26 12:00:00
52015	3641241600	b'62.0'	2015-05-22 00:00:00
52902	3679948800	b'88.0'	2016-08-12 00:00:00
53272	3696105600	b'90.0'	2017-02-15 00:00:00
54861	3765180600	b'129.'	2019-04-25 11:30:00
55688	3800950200	b'69.0'	2020-06-12 11:30:00
