	date_time	sensor_id	date_time_conv
0	747281760	b'GKb '	1923-09-07 02:16:00
6210	1772312400	b'GKB '	1956-02-29 21:00:00
23592	2177452800	b'V13 '	1969-01-01 00:00:00
31216	2362953600	b'V18 '	1974-11-18 00:00:00
40136	2556144000	b'V2C '	1981-01-01 00:00:00
44495	2650752000	b'VBV '	1984-01-01 00:00:00
57932	2942568000	b'VCV '	1993-03-31 12:00:00
64150	3076704000	b'VCG '	1997-07-01 00:00:00
67340	3145824000	b'VCL '	1999-09-09 00:00:00
67366	3146428800	b'MVS '	1999-09-16 00:00:00
67804	3155976000	b'MVT '	2000-01-04 12:00:00
74139	3294129600	b'MVU '	2004-05-21 12:00:00
74658	3305361600	b'VFL '	2004-09-28 12:00:00
77210	3360744000	b'MVP '	2006-07-01 12:00:00
86504	3565965600	b'nan'	2012-12-31 18:00:00
86505	3565987200	b'81.0'	2013-01-01 00:00:00
86559	3567153600	b'79.0'	2013-01-14 12:00:00
88558	3610415935	b'114.'	2014-05-30 05:18:55
91060	3664761510	b'141.'	2016-02-18 05:18:30
91455	3673296000	b'14.0'	2016-05-27 00:00:00
92903	3700358571	b'123.'	2017-04-05 05:22:51
95834	3741336000	b'41.0'	2018-07-23 12:00:00
102249	3831708009	b'142.'	2021-06-03 11:20:09
