	date_time	sensor_id	date_time_conv
0	1269223380	b'RS3 '	1940-03-22 02:03:00
21595	2399976000	b'RK5 '	1976-01-20 12:00:00
31031	2668982400	b'RRB '	1984-07-30 00:00:00
32236	2696241600	b'MR5 '	1985-06-10 12:00:00
33180	2717085600	b'MRr '	1986-02-06 18:00:00
37335	2815473600	b'MR7 '	1989-03-21 12:00:00
37809	2825712000	b'RR1 '	1989-07-18 00:00:00
38323	2837678400	b'MRB '	1989-12-03 12:00:00
38871	2851977600	b'RZ3 '	1990-05-18 00:00:00
38999	2857464000	b'MRz '	1990-07-20 12:00:00
41444	2968963200	b'XXX '	1994-01-31 00:00:00
