	date_time	sensor_id	date_time_conv
0	1038956400	b'Z21 '	1932-12-03 23:00:00
16397	1638478800	b'U41 '	1951-12-03 21:00:00
22597	1772312400	b'UBE '	1956-02-29 21:00:00
26303	1855591200	b'ZA1 '	1958-10-20 18:00:00
27583	1902960000	b'ZB1 '	1960-04-21 00:00:00
28093	1924992000	b'ZC1 '	1961-01-01 00:00:00
29193	1972166400	b'ZCH '	1962-07-01 00:00:00
31368	2065478400	b'ZDH '	1965-06-15 00:00:00
31442	2068675200	b'ZDB '	1965-07-22 00:00:00
37332	2283984000	b'ZFT '	1972-05-18 00:00:00
38196	2311459200	b'ZFTc'	1973-04-01 00:00:00
43727	2542924800	b'ZITc'	1980-08-01 00:00:00
44130	2560377600	b'ZJTc'	1981-02-19 00:00:00
44408	2572387200	b'ZJUc'	1981-07-08 00:00:00
47797	2716934400	b'ZKAc'	1986-02-05 00:00:00
49717	2800915200	b'ZKBc'	1988-10-04 00:00:00
50009	2813702400	b'US2c'	1989-03-01 00:00:00
50784	2847916800	b'USHc'	1990-04-01 00:00:00
53381	2958422400	b'USH '	1993-10-01 00:00:00
53973	2984191200	b'VU1 '	1994-07-26 06:00:00
53974	2984212800	b'US2 '	1994-07-26 12:00:00
54660	3013524000	b'ZKB '	1995-06-30 18:00:00
55642	3055622400	b'VU3 '	1996-10-30 00:00:00
63363	3389904000	b'XXX '	2007-06-04 00:00:00
63365	3389990400	b'ZRg '	2007-06-05 00:00:00
67439	3565944000	b'87.0'	2012-12-31 12:00:00
67615	3573828000	b'52.0'	2013-04-01 18:00:00
68735	3622233600	b'nan'	2014-10-14 00:00:00
70867	3714332535	b'152.'	2017-09-13 23:02:15
