	date_time	sensor_id	date_time_conv
0	2017915200	b'XXX '	1963-12-12 12:00:00
18238	2591006400	b'RA4 '	1982-02-08 12:00:00
24834	2764584000	b'RRA '	1987-08-10 12:00:00
30338	2935224000	b'RZ3 '	1993-01-05 12:00:00
40805	3565944000	b'88.0'	2012-12-31 12:00:00
40851	3567931200	b'nan'	2013-01-23 12:00:00
40874	3569054400	b'58.0'	2013-02-05 12:00:00
40945	3572121600	b'27.0'	2013-03-13 00:00:00
40994	3574238400	b'69.0'	2013-04-06 12:00:00
41058	3577046400	b'9.0'	2013-05-09 00:00:00
41116	3579552000	b'28.0'	2013-06-07 00:00:00
41254	3589142400	b'29.0'	2013-09-26 00:00:00
42017	3622190400	b'82.0'	2014-10-13 12:00:00
42091	3625387200	b'90.0'	2014-11-19 12:00:00
42588	3650788800	b'89.0'	2015-09-09 12:00:00
42825	3661372800	b'60.0'	2016-01-10 00:00:00
44970	3756412800	b'62.0'	2019-01-14 00:00:00
44986	3757404600	b'162.'	2019-01-25 11:30:00
