	date_time	sensor_id	date_time_conv
0	1580054460	b'RK5 '	1950-01-26 16:01:00
37290	2605089600	b'MRu '	1982-07-21 12:00:00
42313	2717733600	b'RRB '	1986-02-14 06:00:00
42485	2721427200	b'WRR '	1986-03-29 00:00:00
42817	2729916000	b'XXX '	1986-07-05 06:00:00
46367	2820744000	b'MRr '	1989-05-21 12:00:00
47898	2865672000	b'RZ3 '	1990-10-23 12:00:00
55881	3293697600	b'RZD '	2004-05-16 12:00:00
55988	3298492800	b'RZL '	2004-07-11 00:00:00
55989	3298536000	b'RV7 '	2004-07-11 12:00:00
56210	3308126400	b'RZK '	2004-10-30 12:00:00
62008	3565944000	b'28.0'	2012-12-31 12:00:00
62009	3565987200	b'58.0'	2013-01-01 00:00:00
62054	3567931200	b'nan'	2013-01-23 12:00:00
62088	3569400000	b'75.0'	2013-02-09 12:00:00
63704	3644352000	b'53.0'	2015-06-27 00:00:00
64716	3688416000	b'90.0'	2016-11-18 00:00:00
65067	3703708800	b'69.0'	2017-05-14 00:00:00
65070	3703838400	b'68.0'	2017-05-15 12:00:00
65620	3728678400	b'31.0'	2018-02-27 00:00:00
66664	3773779200	b'19.0'	2019-08-03 00:00:00
66694	3775073448	b'119.'	2019-08-17 23:30:48
66701	3775377600	b'6.0'	2019-08-21 12:00:00
