	date_time	sensor_id	date_time_conv
0	1720170000	b'V18 '	1954-07-06 09:00:00
24484	2398420800	b'V21 '	1976-01-02 12:00:00
44731	2795385600	b'V8A '	1988-08-01 00:00:00
52266	2975227200	b'VCV '	1994-04-13 12:00:00
54554	3027283200	b'VCG '	1995-12-07 00:00:00
67429	3320697600	b'VNG '	2005-03-25 00:00:00
78061	3565965600	b'nan'	2012-12-31 18:00:00
78062	3565987200	b'57.0'	2013-01-01 00:00:00
78998	3588278400	b'17.0'	2013-09-16 00:00:00
80435	3622233600	b'32.0'	2014-10-14 00:00:00
81798	3654115200	b'10.0'	2015-10-18 00:00:00
86123	3791707200	b'54.0'	2020-02-26 12:00:00
