	date_time	sensor_id	date_time_conv
0	1747623600	b'XXX '	1955-05-20 03:00:00
21621	2897856000	b'RA4 '	1991-10-31 00:00:00
21626	2935224000	b'RZ3 '	1993-01-05 12:00:00
32166	3565944000	b'27.0'	2012-12-31 12:00:00
32212	3567931200	b'nan'	2013-01-23 12:00:00
32414	3576657600	b'28.0'	2013-05-04 12:00:00
32712	3589617600	b'58.0'	2013-10-01 12:00:00
34524	3678264000	b'20.0'	2016-07-23 12:00:00
34622	3682584000	b'29.0'	2016-09-11 12:00:00
34706	3686212800	b'90.0'	2016-10-23 12:00:00
35255	3711787200	b'80.0'	2017-08-15 12:00:00
35864	3744187200	b'59.0'	2018-08-25 12:00:00
36710	3781596780	b'128.'	2019-11-01 11:33:00
37996	3840737400	b'69.0'	2021-09-15 23:30:00
