	date_time	sensor_id	date_time_conv
0	1456665120	b'RK2 '	1946-02-28 13:12:00
41089	2667600000	b'MR4 '	1984-07-14 00:00:00
41101	2667859200	b'RRA '	1984-07-17 00:00:00
42167	2692418400	b'WRR '	1985-04-27 06:00:00
47767	2831565600	b'MRr '	1989-09-23 18:00:00
49393	2891203200	b'RZ3 '	1991-08-15 00:00:00
52830	3067891200	b'XXX '	1997-03-21 00:00:00
59855	3565944000	b'88.0'	2012-12-31 12:00:00
59900	3567931200	b'nan'	2013-01-23 12:00:00
60254	3585297600	b'29.0'	2013-08-12 12:00:00
60638	3610785600	b'89.0'	2014-06-03 12:00:00
60678	3612513600	b'39.0'	2014-06-23 12:00:00
61475	3650356800	b'90.0'	2015-09-04 12:00:00
61476	3650400000	b'62.0'	2015-09-05 00:00:00
62636	3701116800	b'69.0'	2017-04-14 00:00:00
64468	3780430200	b'162.'	2019-10-18 23:30:00
