	date_time	sensor_id	date_time_conv
0	601394400	b'XXX '	1919-01-22 14:00:00
1310	1075111200	b'NUU '	1934-01-26 10:00:00
6641	1422050400	b'W__ '	1945-01-23 22:00:00
7334	1459040400	b'U2l '	1946-03-28 01:00:00
9334	1580526000	b'Z21 '	1950-02-01 03:00:00
18540	1780261200	b'UBD '	1956-05-31 21:00:00
19903	1809637200	b'UBE '	1957-05-06 21:00:00
30984	2051568000	b'Ucl '	1965-01-05 00:00:00
31211	2061331200	b'ZDT '	1965-04-28 00:00:00
31779	2085696000	b'UCl '	1966-02-04 00:00:00
31825	2087683200	b'ZET '	1966-02-27 00:00:00
36361	2282688000	b'ZFT '	1972-05-03 00:00:00
37027	2311459200	b'ZFTc'	1973-04-01 00:00:00
