	date_time	sensor_id	date_time_conv
0	821372400	b'C2  '	1926-01-11 15:00:00
4074	2503566000	b'V21 '	1979-05-03 11:00:00
12519	2727043200	b'V8A '	1986-06-02 00:00:00
42387	3565983600	b'80.0'	2012-12-31 23:00:00
42544	3572809200	b'nan'	2013-03-20 23:00:00
43629	3619897200	b'14.0'	2014-09-16 23:00:00
43645	3620588402	b'114.'	2014-09-24 23:00:02
44631	3663399771	b'141.'	2016-02-02 11:02:51
45660	3708025200	b'41.0'	2017-07-02 23:00:00
48718	3840519628	b'142.'	2021-09-13 11:00:28
48720	3840606000	b'42.0'	2021-09-14 11:00:00
