	date_time	sensor_id	date_time_conv
0	1339192800	b'??? '	1942-06-09 22:00:00
14017	1972166400	b'ZCH '	1962-07-01 00:00:00
14682	2000764800	b'ZDH '	1963-05-28 00:00:00
21181	2284243200	b'ZFH '	1972-05-21 00:00:00
31115	2727734400	b'ZKA '	1986-06-10 00:00:00
32789	2801088000	b'ZKB '	1988-10-06 00:00:00
37948	3026764800	b'VU1 '	1995-12-01 00:00:00
39760	3105648000	b'VU3 '	1998-06-01 00:00:00
50281	3565944000	b'51.0'	2012-12-31 12:00:00
50290	3566332800	b'nan'	2013-01-05 00:00:00
50799	3588861600	b'82.0'	2013-09-22 18:00:00
53612	3711740608	b'182.'	2017-08-14 23:03:28
55024	3784708800	b'24.0'	2019-12-07 12:00:00
55027	3784964465	b'124.'	2019-12-10 11:01:05
