	date_time	sensor_id	date_time_conv
0	808628040	b'RK2 '	1925-08-17 02:54:00
35576	2659089600	b'MR4 '	1984-04-06 12:00:00
36835	2690172000	b'MRk '	1985-04-01 06:00:00
39139	2745878400	b'RRA '	1987-01-06 00:00:00
42663	2825906400	b'MRr '	1989-07-20 06:00:00
46152	2960150400	b'RR1 '	1993-10-21 00:00:00
46172	2961057600	b'WRR '	1993-10-31 12:00:00
46365	2976652800	b'XXX '	1994-04-30 00:00:00
47476	3138739200	b'RRN '	1999-06-19 00:00:00
48053	3193344000	b'RuN '	2001-03-12 00:00:00
50392	3519676800	b'RPA '	2011-07-15 00:00:00
50711	3565900800	b'15.0'	2012-12-31 00:00:00
51061	3605126400	b'nan'	2014-03-30 00:00:00
51644	3670704000	b'50.0'	2016-04-27 00:00:00
