	date_time	sensor_id	date_time_conv
0	1199963400	b'XXX '	1938-01-10 11:10:00
24967	2323296000	b'RK2 '	1973-08-16 00:00:00
25860	2343427200	b'RA4 '	1974-04-06 00:00:00
27907	2390126400	b'MRt '	1975-09-28 12:00:00
40746	2690366400	b'MR4 '	1985-04-03 12:00:00
40916	2694168000	b'RRA '	1985-05-17 12:00:00
49329	2929262400	b'RZ3 '	1992-10-28 12:00:00
61182	3565944000	b'88.0'	2012-12-31 12:00:00
61206	3566980800	b'27.0'	2013-01-12 12:00:00
61228	3567931200	b'nan'	2013-01-23 12:00:00
61371	3574108800	b'89.0'	2013-04-05 00:00:00
61644	3586075200	b'58.0'	2013-08-21 12:00:00
61982	3600676800	b'29.0'	2014-02-06 12:00:00
62076	3604737600	b'28.0'	2014-03-25 12:00:00
63598	3674462400	b'60.0'	2016-06-09 12:00:00
63609	3674937600	b'53.0'	2016-06-15 00:00:00
64926	3731875200	b'90.0'	2018-04-05 00:00:00
65244	3745742400	b'69.0'	2018-09-12 12:00:00
65288	3747643200	b'62.0'	2018-10-04 12:00:00
65514	3757447860	b'162.'	2019-01-25 23:31:00
