	date_time	sensor_id	date_time_conv
0	1239674520	b'NA '	1939-04-15 02:02:00
47248	3565944000	b'88.'	2012-12-31 12:00:00
47294	3567931200	b'nan'	2013-01-23 12:00:00
47334	3569659200	b'89.'	2013-02-12 12:00:00
47510	3577392000	b'29.'	2013-05-13 00:00:00
48611	3625862400	b'90.'	2014-11-25 00:00:00
49490	3668544000	b'69.'	2016-04-02 00:00:00
50637	3720600000	b'98.'	2017-11-25 12:00:00
51038	3738484800	b'62.'	2018-06-20 12:00:00
51458	3757404600	b'162'	2019-01-25 11:30:00
52150	3793692660	b'160'	2020-03-20 11:31:00
