	date_time	sensor_id	date_time_conv
0	1365983040	b'ZF1 '	1943-04-15 23:44:00
34750	2550182400	b'ZJA '	1980-10-24 00:00:00
45044	2801865600	b'ZKB '	1988-10-15 00:00:00
55186	3120379200	b'ZK2 '	1998-11-18 12:00:00
60856	3365539200	b'ZKN '	2006-08-26 00:00:00
65487	3565944000	b'87.0'	2012-12-31 12:00:00
65925	3585211200	b'nan'	2013-08-11 12:00:00
66870	3625408800	b'82.0'	2014-11-19 18:00:00
69399	3731958350	b'182.'	2018-04-05 23:05:50
71734	3830865267	b'124.'	2021-05-24 17:14:27
71749	3831134400	b'24.0'	2021-05-27 20:00:00
