	date_time	sensor_id	date_time_conv
0	1275346800	b'J56 '	1940-05-31 23:00:00
41547	2561371200	b'J80 '	1981-03-02 12:00:00
59852	2971123200	b'J94 '	1994-02-25 00:00:00
67385	3139776000	b'J99 '	1999-07-01 00:00:00
72451	3253132800	b'J9H '	2003-02-02 00:00:00
80541	3565944000	b'80.0'	2012-12-31 12:00:00
80587	3567931200	b'nan'	2013-01-23 12:00:00
81032	3587068800	b'22.0'	2013-09-02 00:00:00
81677	3614846400	b'4.0'	2014-07-20 12:00:00
82253	3639339000	b'122.'	2015-04-29 23:30:00
84201	3722025600	b'35.0'	2017-12-12 00:00:00
84310	3726732600	b'135.'	2018-02-04 11:30:00
86104	3803887826	b'141.'	2020-07-16 11:30:26
86198	3807950400	b'41.0'	2020-09-01 12:00:00
