	date_time	sensor_id	date_time_conv
0	855921000	b'V15 '	1927-02-15 11:50:00
14739	2426673600	b'V18 '	1976-11-24 12:00:00
19307	2628201600	b'VBV '	1983-04-15 00:00:00
27440	2985249600	b'VCV '	1994-08-07 12:00:00
29734	3084609600	b'VCL '	1997-09-30 12:00:00
35442	3332059200	b'VGL '	2005-08-03 12:00:00
35452	3332491200	b'VNg '	2005-08-08 12:00:00
35916	3352708800	b'VGN '	2006-03-30 12:00:00
36821	3392150400	b'VNl '	2007-06-30 00:00:00
38250	3454617600	b'VNn '	2009-06-22 00:00:00
42106	3565965600	b'80.0'	2012-12-31 18:00:00
42327	3571020000	b'nan'	2013-02-28 06:00:00
46842	3700120349	b'123.'	2017-04-02 11:12:29
47026	3710574000	b'23.0'	2017-08-01 11:00:00
49639	3778398697	b'177.'	2019-09-25 11:11:37
