	date_time	sensor_id	date_time_conv
0	1893369600	b'RK5 '	1960-01-01 00:00:00
21191	2644401600	b'RRB '	1983-10-19 12:00:00
22103	2664921600	b'MR5 '	1984-06-13 00:00:00
22123	2665353600	b'WRR '	1984-06-18 00:00:00
23477	2698272000	b'XXX '	1985-07-04 00:00:00
29061	2869174800	b'RZ3 '	1990-12-03 01:00:00
29076	2869822800	b'MRB '	1990-12-10 13:00:00
35510	3492892800	b'RHM '	2010-09-08 00:00:00
35686	3500625600	b'RZW '	2010-12-06 12:00:00
37147	3565209600	b'29.0'	2012-12-23 00:00:00
37160	3580804800	b'nan'	2013-06-21 12:00:00
37885	3616531200	b'28.0'	2014-08-09 00:00:00
38048	3623572800	b'9.0'	2014-10-29 12:00:00
38074	3624696000	b'90.0'	2014-11-11 12:00:00
38322	3639384000	b'41.0'	2015-04-30 12:00:00
38804	3660638400	b'89.0'	2016-01-01 12:00:00
39259	3688848000	b'60.0'	2016-11-23 00:00:00
39554	3702110400	b'71.0'	2017-04-25 12:00:00
40053	3747988800	b'62.0'	2018-10-08 12:00:00
40146	3752308800	b'88.0'	2018-11-27 12:00:00
40325	3767686200	b'162.'	2019-05-24 11:30:00
41023	3798228600	b'69.0'	2020-05-11 23:30:00
41624	3824321400	b'160.'	2021-03-09 23:30:00
