	id	name	lats	lons	elevation
0	43333	PORT BLAIR               	11.666666666666666	92.71666666666667	78.0
1	96996	COCOS ISLAND             	-12.2	96.83333333333333	4.0
2	67005	DZAOUDZI/PAMANZI         	-12.8	45.28333333333333	7.0
3	67001	MORONI                   	-11.7	43.233333333333334	-999.0
4	61968	ILES GLORIEUSES          	-11.55	47.28333333333333	-999.0
5	61972	ILE EUROPA               	-22.35	40.35	-999.0
6	61996	ILE NOUVELLE AMSTERDAM   	-37.833333333333336	77.56666666666666	-999.0
7	61976	SERGE FROLOW             	-15.883333333333333	54.516666666666666	-999.0
8	61998	PORT AUX FRANCAIS        	-49.35	70.25	30.0
9	43369	MINICOY                  	8.3	73.0	1.0
10	67019	ANALALAVA                	-14.633333333333333	47.766666666666666	-999.0
11	67025	ANTALAHA                 	-15.0	50.333333333333336	-999.0
12	67009	DIEGO SUAREZ             	-12.35	49.3	-999.0
13	67197	FORT DAUPHIN             	-25.033333333333335	46.95	-999.0
14	67073	MAINTIRANO               	-18.05	44.03333333333333	-999.0
15	67027	MAJUNGA                  	-15.666666666666666	46.35	-999.0
16	67143	MANANJARY                	-21.2	48.36666666666667	-999.0
17	67095	TAMATAVE                 	-18.116666666666667	49.4	-999.0
18	67085	TANANARIVE SCM          E	-18.9	47.53333333333333	-999.0
19	67161	TULEAR                   	-23.383333333333333	43.733333333333334	-999.0
20	68994	MARION ISLAND            	-46.88333333333333	37.86666666666667	-999.0
21	61974	AGALEGA                  	-10.433333333333334	56.75	3.0
22	61967	DIEGO GARCIA             	-7.233333333333333	72.43333333333334	-999.0
23	61990	PLAISANCE                	-20.433333333333334	57.666666666666664	58.0
24	61988	RODRIGUES                	-19.683333333333334	63.416666666666664	62.0
25	61986	ST. BRANDON              	-16.45	59.61666666666667	4.0
26	61980	ST. DENIS/GILLOT         	-20.9	55.516666666666666	24.0
27	61984	ST. PIERRE               	-21.833333333333332	55.483333333333334	-999.0
28	08506	HORTA, FAIAL             	38.516666666666666	-28.633333333333333	-999.0
29	08512	PONTA DELGADA            	37.75	-25.716666666666665	-999.0
30	60010	IZANA                    	28.3	-16.5	-999.0
31	60020	SANTA CRUZ DE TENERIFE   	28.466666666666665	-16.25	-999.0
32	60015	TENERIFE/LOS RODEOS      	28.483333333333334	-16.333333333333332	-999.0
33	08594	SAL                      	16.75	-22.95	-999.0
34	06011	THORSHAVN                	62.016666666666666	-6.766666666666667	-999.0
35	04360	ANGMAGSSALIK             	65.6	-37.63333333333333	-999.0
36	04320	DANMARKSHAVN             	76.76666666666667	-18.766666666666666	-999.0
37	04200	DUNDAS RADIO             	76.56666666666666	-68.8	-999.0
38	04220	EGEDESMINDE              	68.7	-52.75	-999.0
39	04250	GODTHAB                  	64.16666666666667	-51.75	-999.0
40	04261	GROENNEDAL               	61.21666666666667	-48.11666666666667	-999.0
41	04262	IVIGTUT                  	61.2	-48.166666666666664	-999.0
42	04216	JAKOBSHAVN               	69.21666666666667	-51.05	-999.0
43	04340	KAP TOBIN                	70.41666666666667	-21.966666666666665	-999.0
44	04310	NORD                     	81.6	-16.666666666666668	-999.0
45	04390	PRINS CHRISTIAN SUND     	60.03333333333333	-43.11666666666667	-999.0
46	04202	THULE AFB                	76.51666666666667	-68.83333333333333	-999.0
47	04210	UPERNAVIK                	72.78333333333333	-56.166666666666664	-999.0
48	04063	AKUREYRI                 	65.68333333333334	-18.083333333333332	-999.0
49	04065	GRIMSEY                  	66.53333333333333	-18.016666666666666	-999.0
50	04082	HOLAR-HOFN I HORNAFIROI  	64.25	-15.183333333333334	-999.0
51	04018	KEFLAVIK                 	63.96666666666667	-22.6	-999.0
52	04030	REYKJAVIK                	64.13333333333334	-21.933333333333334	-999.0
53	04013	STYKKISHOLMUR            	65.08333333333333	-22.733333333333334	-999.0
54	     	TEIGARHORN               	64.68333333333334	-14.35	-999.0
55	04048	VESTMANNAEYJAR           	63.4	-20.283333333333335	-999.0
56	01001	JAN MAYEN                	70.95	-8.666666666666666	-999.0
57	08521	FUNCHAL                  	32.68333333333333	-16.766666666666666	-999.0
58	61931	SAO TOME                 	0.38333333333333336	6.716666666666667	-999.0
59	61934	PRINCIPE                 	1.65	7.416666666666667	-999.0
60	01028	BJORNOYA                 	74.51666666666667	19.016666666666666	-999.0
61	01005	ISFJORD RADIO            	78.06666666666666	13.633333333333333	-999.0
62	47971	CHICHIJIMA               	27.083333333333332	142.18333333333334	7.0
63	91203	FALALOP IS., ULITHI      	10.033333333333333	139.8	-999.0
64	91408	KOROR                    	7.333333333333333	134.48333333333332	-999.0
65	91348	PONAPE                   	6.966666666666667	158.21666666666667	-999.0
66	91334	TRUK                     	7.466666666666667	151.85	-999.0
67	91413	YAP                      	9.483333333333333	138.08333333333334	-999.0
68	91155	FRENCH FRIGATE SHOALS    	23.866666666666667	-166.28333333333333	-999.0
69	91285	HILO, GEN. LYMAN, HAWAII 	19.716666666666665	-155.06666666666666	-999.0
70	91182	HONOLULU, OAHU           	21.333333333333332	-157.91666666666666	-999.0
71	91165	LIHUE AIRPORT, KAUAI     	21.983333333333334	-159.35	-999.0
72	91186	MOLOKAI AIRPORT, MOLOKAI 	21.15	-157.1	-999.0
73	47963	TORISHIMA                	30.483333333333334	140.3	-999.0
74	91275	JOHNSTON ISLAND          	16.733333333333334	-169.51666666666668	-999.0
75	91490	CHRISTMAS ISLAND         	1.9833333333333334	-157.48333333333332	-999.0
76	91487	FANNING ISLAND           	3.9	-159.38333333333333	-999.0
77	91131	MARCUS ISLAND            	24.3	153.96666666666667	-999.0
78	91212	GUAM, AGANA              	13.483333333333333	144.8	-999.0
79	91218	GUAM, ANDERSEN A.F.B.    	13.583333333333334	144.91666666666666	-999.0
80	91217	GUAM, TAGUAC             	13.55	144.83333333333334	-999.0
81	91232	SAIPAN                   	15.133333333333333	145.7	-999.0
82	91250	ENEWETAK                 	11.35	162.35	-999.0
83	91366	KWAJALEIN                	8.733333333333333	167.73333333333332	-999.0
84	91376	MAJURO                   	7.083333333333333	171.38333333333333	-999.0
85	91066	MIDWAY ISLAND            	28.2	-177.38333333333333	-999.0
86	47918	ISHIGAKIJIMA             	24.333333333333332	124.16666666666667	6.0
87	47945	MINAMIDAITOJIMA          	25.833333333333332	131.23333333333332	20.0
88	47927	MIYAKOJIMA               	24.783333333333335	125.28333333333333	40.0
89	47936	NAHA, OKINAWA            	26.233333333333334	127.68333333333334	53.0
90	47909	NAZE                     	28.383333333333333	129.5	7.0
91	91115	IWO JIMA                 	24.783333333333335	141.31666666666666	-999.0
92	91245	WAKE ISLAND              	19.283333333333335	166.65	-999.0
93	91753	AKA-AKA (HIHIFO)         	-13.266666666666667	-176.13333333333333	27.0
94	88890	STANLEY                  	-51.7	-57.86666666666667	-999.0
95	61901	HUTTS GATE               	-15.966666666666667	-5.7	-999.0
96	88903	GRYTVIKEN                	-54.28333333333333	-36.5	-999.0
97	88925	SIGNEY ISLAND            	-60.71666666666667	-45.6	-999.0
98	88938	DECEPTION ISLAND         	-62.983333333333334	-60.56666666666667	-999.0
99	88974	DEST. NAVAL DECEPCION    	-62.983333333333334	-60.71666666666667	-999.0
100	68906	GOUGH ISLAND             	-40.35	-9.883333333333333	-999.0
101	91830	AITUTAKI                 	-18.833333333333332	-159.76666666666668	-999.0
102	91800	PENRHYN                  	-9.016666666666667	-158.06666666666666	-999.0
103	91811	PUKAPUKA                 	-10.883333333333333	-165.81666666666666	-999.0
104	91804	RAKAHANGA                	-10.05	-161.1	-999.0
105	91843	RAROTONGA                	-21.2	-159.81666666666666	-999.0
106	91643	FUNAFUTI                 	-8.516666666666667	179.21666666666667	-999.0
107	91648	NIULAKITA                	-10.75	179.5	-999.0
108	91690	SUVA/LAUTHALA BAY        	-18.15	178.45	-999.0
109	91659	NAMBOUWALU               	-17.0	178.7	-999.0
110	91680	NANDI AIRPORT            	-17.75	177.45	-999.0
111	91699	ONO-I-LAU                	-20.666666666666668	-178.71666666666667	28.0
112	91650	ROTUMA                   	-12.5	177.05	26.0
113	91652	UNDU POINT               	-16.133333333333333	-179.98333333333332	63.0
114	91660	YASAWA-I-RARA            	-16.7	177.58333333333334	-999.0
115	91948	RIKITEA                  	-23.116666666666667	-134.96666666666667	-999.0
116	91629	ARORAE                   	-2.6666666666666665	176.83333333333334	-999.0
117	91610	TARAWA                   	1.35	172.91666666666666	-999.0
118	94995	LORD HOWE ISLAND         	-31.533333333333335	159.06666666666666	7.0
119	94998	MACQUARIE ISLAND         	-54.5	158.95	8.0
120	91925	ATUONA                   	-9.8	-139.03333333333333	-999.0
121	91582	CHEPENEHE (ILE LIFOU)    	-20.783333333333335	167.15	-999.0
122	91577	KOUMAC                   	-20.566666666666666	164.28333333333333	-999.0
123	91592	NOUMEA                   	-27.283333333333335	166.45	69.0
124	91590	TONTOUTA                 	-22.016666666666666	166.21666666666667	-999.0
125	91568	ANEITYUM                 	-20.233333333333334	169.76666666666668	-999.0
126	91554	LUGANVILLE               	-15.516666666666667	167.13333333333333	-999.0
127	91558	PORT VILA                	-17.75	168.3	-999.0
128	91822	ALOFI                    	-19.066666666666666	-169.91666666666666	-999.0
129	94996	NORFOLK IS               	-29.066666666666666	167.96666666666667	116.0
130	91533	OCEAN ISLAND             	-0.9	169.53333333333333	-999.0
131	91530	NAURU                    	-0.5666666666666667	166.91666666666666	-999.0
132	91700	CANTON ISLAND            	-2.7666666666666666	-171.71666666666667	-999.0
133	91960	PITCAIRN                 	-24.066666666666666	-130.1	265.0
134	91762	APIA                     	-13.8	-171.78333333333333	-999.0
135	91930	BORA BORA                	-16.483333333333334	-151.75	-999.0
136	91931	MOPELIA                  	-16.766666666666666	-153.95	-999.0
137	91938	TAHITI-FAAA              	-17.55	-149.61666666666667	2.0
138	91517	HONIARA                  	-9.416666666666666	159.96666666666667	-999.0
139	91503	MUNDA MISSION            	-8.333333333333334	157.26666666666668	-999.0
140	91720	ATAFU                    	-8.533333333333333	-172.51666666666668	-999.0
141	91724	NUKUNONO                 	-9.2	-171.91666666666666	-999.0
142	91788	NUKUALOFA                	-21.133333333333333	-175.18333333333334	-999.0
143	91780	VAVAU                    	-18.65	-173.98333333333332	-999.0
144	91943	TAKAROA                  	-14.483333333333333	-145.03333333333333	-999.0
145	91958	RAPA                     	-23.616666666666667	-144.33333333333334	-999.0
146	66104	CABINDA                  	-5.55	12.183333333333334	-999.0
147	66140	CARMONA(UIGE)            	-7.583333333333333	15.0	-999.0
148	66270	CELA(WACU-KUNGU)         	-11.383333333333333	15.133333333333333	-999.0
149	66152	DUNDO                    	-7.366666666666666	20.833333333333332	-999.0
150	66226	HENRIQUE DE CARVALHO     	-9.65	20.4	-999.0
151	66305	LOBITO                   	-12.366666666666667	13.533333333333333	-999.0
152	66160	LUANDA OBSERVATORIO      	-8.816666666666666	13.216666666666667	-999.0
153	66285	LUSO(LUENA)              	-11.783333333333333	19.916666666666668	-999.0
154	66215	MALANJE                  	-9.55	16.366666666666667	-999.0
155	66447	MAVINGA                  	-15.833333333333334	20.35	-999.0
156	66422	MOCAMEDES(NAMIBE)        	-15.2	12.15	-999.0
157	66318	NOVA LISBOA(HUAMBO)      	-12.8	15.75	-999.0
158	66390	SA DA BANDEIRA(LUBANGO)  	-14.933333333333334	13.566666666666666	-999.0
159	66410	SERPA PINTO(MENONGUE)    	-14.666666666666666	17.7	-999.0
