	id	name	lats	lons	elevation
160	66325	SILVA PORTO(BIE-KUITO)   	-12.383333333333333	16.95	-999.0
161	68054	FRANCISTOWN              	-21.216666666666665	27.5	-999.0
162	68244	GABORONE                 	-24.666666666666668	25.916666666666668	-999.0
163	68024	GHANZI                   	-21.7	21.65	-999.0
164	68148	MAHALAPYE                	-23.066666666666666	26.8	-999.0
165	68032	MAUN                     	-19.983333333333334	23.416666666666668	-999.0
166	68026	SHAKAWE                  	-18.366666666666667	21.85	-999.0
167	68328	TSABONG                  	-26.05	22.45	-999.0
168	68226	TSHANE                   	-24.016666666666666	21.883333333333333	-999.0
169	65510	BOBO-DIOULASSO           	11.166666666666666	-4.3	-999.0
170	65516	BOROMO                   	11.666666666666666	-2.9166666666666665	-999.0
171	65501	DORI                     	14.033333333333333	-0.05	-999.0
172	65507	FADA N'GOURMA            	12.066666666666666	0.35	-999.0
173	65522	GAOUA                    	10.333333333333334	-3.183333333333333	-999.0
174	65503	OUAGADOUGOU AERO         	12.35	-1.5166666666666666	-999.0
175	65502	OUAHIGOUYA               	13.583333333333334	-2.4333333333333336	-999.0
176	64960	ABONG-MBANG              	3.966666666666667	13.2	-999.0
177	64920	BAFIA                    	4.733333333333333	11.25	-999.0
178	64880	BANYO                    	6.783333333333333	11.816666666666666	-999.0
179	64931	BATOURI                  	4.466666666666667	14.366666666666667	-999.0
180	64901	BETARE-OYA               	5.6	14.066666666666666	-999.0
181	64910	DOUALA                   	4.016666666666667	9.733333333333333	-999.0
182	64860	GAROUA                   	9.333333333333334	13.35	-999.0
183	64893	KOUNDJA                  	5.65	10.75	-999.0
184	64971	KRIBI                    	2.95	9.9	-999.0
185	64961	LOMIE                    	3.15	13.616666666666667	-999.0
186	64890	MAMFE                    	5.716666666666667	9.283333333333333	-999.0
187	64851	MAROUA-SALAK             	10.45	14.25	-999.0
188	64882	MEIGANGA                 	6.533333333333333	14.366666666666667	-999.0
189	64870	NGAOUNDERE               	7.35	13.566666666666666	-999.0
190	64911	NKONGSAMBA               	4.95	9.933333333333334	-999.0
191	64912	TIKO                     	4.083333333333333	9.366666666666667	-999.0
192	64950	YAOUNDE                  	3.8333333333333335	11.516666666666667	-999.0
193	64900	YOKO                     	5.55	12.366666666666667	-999.0
194	64662	ALINDAO                  	5.05	21.2	-999.0
195	64660	BAMBARI                  	5.766666666666667	20.666666666666668	-999.0
196	64656	BANGASSOU                	4.733333333333333	22.833333333333332	-999.0
197	64650	BANGUI                   	4.383333333333334	18.516666666666666	-999.0
198	64600	BERBERATI                	4.25	15.8	-999.0
199	64658	BIRAO                    	10.283333333333333	22.783333333333335	-999.0
200	64610	BOSSANGOA                	6.483333333333333	17.433333333333334	-999.0
201	64605	BOSSEMBELE               	5.266666666666667	17.65	-999.0
202	64601	BOUAR                    	5.966666666666667	15.633333333333333	-999.0
203	64655	BRIA                     	6.533333333333333	21.983333333333334	-999.0
204	64654	N'DELE                   	8.4	20.65	-999.0
205	64659	OBO                      	5.4	26.5	-999.0
206	64661	YALINGA                  	6.5	23.266666666666666	-999.0
207	64450	BRAZZAVILLE/MAYA-MAYA    	-4.25	15.25	313.0
208	64453	DJAMBALA                 	-2.533333333333333	14.766666666666667	790.0
209	64454	GAMBOMA                  	-1.9	15.85	376.0
210	64459	IMPFONDO                 	1.6166666666666667	18.066666666666666	327.0
211	64401	LOUBOMO/DOLISIE          	-4.2	12.7	303.0
212	64403	MAKABANA                 	-3.4833333333333334	12.616666666666667	161.0
213	64456	MAKOUA                   	-0.03333333333333333	15.583333333333334	381.0
214	64402	MOUYONDZI                	-4.0	13.95	512.0
215	64452	M'POUYA                  	-2.6166666666666667	16.216666666666665	312.0
216	64458	OUESSO                   	1.6166666666666667	16.05	351.0
217	64400	POINTE-NOIRE             	-4.816666666666666	11.9	16.0
218	64405	SIBITI                   	-3.6833333333333336	13.35	530.0
219	64460	SOUANKE                  	2.066666666666667	14.033333333333333	550.0
220	63126	DJIBOUTI                 	11.6	43.15	-999.0
221	62318	ALEXANDRIA/NOUZHA       -	31.2	29.95	-999.0
222	62414	ASSWAN                   	23.966666666666665	32.81666666666667	-999.0
223	62420	BAHARIA                  	28.333333333333332	28.9	-999.0
224	62366	CAIRO A.P.               	30.116666666666667	31.4	-999.0
225	62432	DAKHLA                   	25.483333333333334	29.0	-999.0
226	62336	EL ARISH                 	31.116666666666667	33.766666666666666	-999.0
227	62459	EL-TOR                   	28.233333333333334	33.61666666666667	-999.0
228	62465	GUSEIR/KOSSEIR           	26.133333333333333	34.3	-999.0
229	62462	HURGHADA                 	27.233333333333334	33.766666666666666	-999.0
230	62435	KHARGA                   	25.433333333333334	30.566666666666666	-999.0
231	62405	LUXOR                    	25.666666666666668	32.7	-999.0
232	62393	MANKABAD/ASYUT           	27.183333333333334	31.1	-999.0
233	62306	MERSA MATRUH             	31.333333333333332	27.216666666666665	-999.0
234	62387	MINYA                    	28.083333333333332	30.733333333333334	-999.0
235	62333	PORT SAID                	31.283333333333335	32.233333333333334	-999.0
236	62300	SALLOUM                  	31.55	25.183333333333334	-999.0
237	62417	SIWA                    -	29.2	25.483333333333334	-999.0
238	63450	ADDIS ABABA              	9.033333333333333	38.75	-999.0
239	63013	AGORDAT                  	15.55	37.88333333333333	-999.0
240	63021	ASMARA                   	15.283333333333333	38.916666666666664	-999.0
241	63453	AWASH                    	8.983333333333333	40.166666666666664	-999.0
242	63333	COMBOLCHA                	11.066666666666666	39.71666666666667	-999.0
243	63334	DEBRE MARCOS             	10.3	37.71666666666667	-999.0
244	63471	DIRE DAWA                	9.6	41.86666666666667	-999.0
245	63474	GOBA                     	7.166666666666667	39.983333333333334	-999.0
246	63331	GONDAR                   	12.6	37.416666666666664	-999.0
247	63403	GORE                     	8.166666666666666	35.416666666666664	-999.0
248	63473	JIGGIGA                  	9.5	42.583333333333336	-999.0
249	63402	JIMMA                    	7.65	36.833333333333336	-999.0
250	63023	MASSAWA                  	15.6	39.46666666666667	-999.0
251	64510	BITAM                    	2.0833333333333335	11.483333333333333	-999.0
252	64504	COCO BEACH               	1.0	9.6	-999.0
253	64553	FRANCEVILLE              	-1.6333333333333333	13.566666666666666	-999.0
254	64551	LAMBARENE                	-0.7166666666666667	10.233333333333333	-999.0
255	64560	LASTOURSVILLE            	-0.8333333333333334	12.716666666666667	-999.0
256	64500	LIBREVILLE               	0.45	9.416666666666666	-999.0
257	64556	MAKOKOU                  	0.5666666666666667	12.866666666666667	-999.0
258	64503	MAYUMBA                  	-3.4166666666666665	10.65	-999.0
259	64545	MEKAMBO                  	1.0166666666666666	13.933333333333334	-999.0
260	64552	MITZIC                   	0.7833333333333333	11.533333333333333	-999.0
261	64565	MOANDA                   	-1.5333333333333332	13.266666666666667	-999.0
262	64550	MOUILA                   	-1.8666666666666667	11.016666666666667	-999.0
263	64501	PORT-GENTIL              	-0.7	8.75	-999.0
264	64507	TCHIBANGA                	-2.85	11.016666666666667	-999.0
265	61721	GEORGETOWN               	13.533333333333333	-14.766666666666667	-999.0
266	61701	YUNDUM/BATHURST          	13.35	-16.666666666666668	-999.0
267	65472	ACCRA                    	5.6	-0.16666666666666666	-999.0
268	65442	KUMASI                   	6.716666666666667	-1.6	-999.0
269	65401	NAVRONGO                 	10.9	-1.1	-999.0
270	65467	TAKORADI                 	4.883333333333333	-1.7666666666666666	-999.0
271	65418	TAMALE                   	9.416666666666666	-0.8833333333333333	-999.0
272	65404	WA                       	10.05	-2.5	-999.0
273	65432	WENCHI                   	7.75	-2.1	-999.0
274	61816	BOKE                     	10.933333333333334	-14.316666666666666	-999.0
275	61832	CONAKRY/GBESSIA          	9.6	-13.616666666666667	-999.0
276	61829	KANKAN                   	10.383333333333333	-9.3	-999.0
277	61818	KINDIA                   	10.05	-12.866666666666667	-999.0
278	61809	LABE                     	11.316666666666666	-12.3	-999.0
279	61847	MACENTA                  	8.533333333333333	-9.466666666666667	-999.0
280	61820	MAMOU                    	10.366666666666667	-12.083333333333334	-999.0
281	61849	N'ZEREKORE               	7.75	-8.833333333333334	-999.0
282	61811	SIGUIRI                  	11.433333333333334	-9.166666666666666	-999.0
283	65578	ABIDJAN-AERO             	5.25	-3.9333333333333336	7.0
284	65585	ADIAKE                   	5.3	-3.3	33.0
285	65545	BONDOUKOU                	8.05	-2.8	368.0
286	65555	BOUAKE AERO              	7.733333333333333	-5.066666666666666	380.0
287	65562	DIMBOKRO                 	6.65	-4.7	110.0
288	65539	FERKESSEDOUGOU           	9.583333333333334	-5.2	-999.0
289	65557	GAGNOA                   	6.133333333333334	-5.95	205.0
290	65548	MAN AERO                 	7.416666666666667	-7.55	339.0
291	65528	ODIENNE                  	9.5	-7.566666666666666	434.0
292	65599	SASSANDRA                	4.966666666666667	-6.083333333333333	65.0
293	65592	TABOU                    	4.416666666666667	-7.366666666666666	20.0
294	63686	ELDORET                  	0.5333333333333333	35.28333333333333	2120.0
295	63723	GARISSA                  	-0.4666666666666667	39.63333333333333	138.0
296	63708	KISUMU                   	-0.1	34.75	-999.0
297	63661	KITALE                   	1.0166666666666666	35.0	-999.0
298	63612	LODWAR                   	3.1166666666666667	35.61666666666667	-999.0
299	63766	MAKINDU                  	-2.283333333333333	37.833333333333336	-999.0
300	63799	MALINDI                  	-3.2333333333333334	40.1	20.0
301	63624	MANDERA                  	3.9333333333333336	41.86666666666667	-999.0
302	63820	MOMBASA                  	-4.033333333333333	39.61666666666667	-999.0
303	63741	NAIROBI/DAGORETTI        	-1.3	36.75	-999.0
304	63714	NAKURU                   	-0.26666666666666666	36.06666666666667	-999.0
305	63737	NAROK                    	-1.1333333333333333	35.833333333333336	-999.0
306	63671	WAJIR                    	1.75	40.06666666666667	-999.0
307	65660	ROBERTS FIELD            	6.25	-10.35	-999.0
308	62055	AGEDABIA                 	30.716666666666665	20.166666666666668	-999.0
309	62053	BENINA                   	32.083333333333336	20.266666666666666	-999.0
310	62059	DERNA                    	32.733333333333334	22.633333333333333	-999.0
311	62103	GHADAMES                 	30.133333333333333	9.5	-999.0
312	62161	GIALO                    	29.033333333333335	21.566666666666666	-999.0
313	62176	GIARABUB                -	29.75	24.533333333333335	-999.0
314	62131	HON                      	29.133333333333333	15.95	-999.0
315	62271	KUFRA                    	24.216666666666665	23.3	-999.0
316	62016	MISURATA                 	32.416666666666664	15.1	-999.0
317	62002	NALUT                    	31.866666666666667	10.983333333333333	-999.0
318	62063	NASSER AIRPORT           	31.85	23.916666666666668	-999.0
319	62124	SEBHA                    	27.016666666666666	14.433333333333334	-999.0
320	62056	SHAHAT                   	32.81666666666667	21.85	-999.0
321	62019	SIRTE                    	31.2	16.583333333333332	-999.0
322	62259	TAZERBO                  	25.8	21.133333333333333	-999.0
323	62010	TRIPOLI INTERNATIONAL AP 	32.68333333333333	13.166666666666666	-999.0
324	62007	ZUARA                    	32.916666666666664	12.083333333333334	-999.0
325	67693	CHILEKA                  	-15.683333333333334	34.96666666666667	773.0
326	67423	KARONGA                  	-9.95	33.88333333333333	-999.0
327	67587	LILONGWE                 	-13.966666666666667	33.7	-999.0
328	67485	MZIMBA                   	-11.9	33.6	-999.0
329	61499	AIOUN EL ATROUSS         	16.7	-9.6	-999.0
330	61437	AKJOUJI                  	19.75	-14.366666666666667	-999.0
331	61421	ATAR                     	20.516666666666666	-13.066666666666666	-999.0
332	61401	BIR MOGHREIN             	25.233333333333334	-11.616666666666667	-999.0
333	61461	BOUTILIMIT               	17.533333333333335	-14.683333333333334	-999.0
334	61403	F'DERICK/ FORT GOURAND   	22.683333333333334	-12.7	-999.0
335	61498	KIFFA                    	16.633333333333333	-11.4	-999.0
336	61497	NEMA                     	16.6	-7.266666666666667	-999.0
337	61415	NOUADHIBOU/ PORT ETIENNE 	20.933333333333334	-17.033333333333335	-999.0
338	61442	NOUAKCHOTT               	18.116666666666667	-15.933333333333334	-999.0
339	61489	ROSSO                    	16.5	-15.816666666666666	-999.0
340	61450	TIDJIKJA                 	18.566666666666666	-11.433333333333334	-999.0
341	60320	CEUTA                    	35.9	-5.3	-999.0
342	60338	MELILLA                  	35.333333333333336	-3.0	-999.0
343	60060	SIDI IFNI                	29.366666666666667	-10.183333333333334	-999.0
344	67297	BEIRA                    	-19.833333333333332	34.85	16.0
345	67323	INHAMBANE                	-23.866666666666667	35.38333333333333	15.0
346	67339	LOURENCO MARQUES         	-25.966666666666665	32.6	-999.0
347	67241	LUMBO                    	-15.033333333333333	40.666666666666664	-999.0
348	67237	NAMPULA                  	-15.1	39.28333333333333	442.0
349	67215	PORTO AMELIA             	-12.966666666666667	40.5	51.0
350	67283	QUELIMANE                	-17.883333333333333	36.88333333333333	17.0
351	67261	TETE                     	-16.183333333333334	33.583333333333336	150.0
352	67217	VILA CABRAL              	-13.3	35.233333333333334	1365.0
353	67295	VILA PERY                	-19.116666666666667	33.46666666666667	733.0
354	63980	MAHE/LONG PIER VICTORIA  	-4.616666666666667	55.45	4.0
355	63240	BELET UEN                	4.7	45.21666666666667	-999.0
356	63210	BOSASO                   	11.283333333333333	49.18333333333333	-999.0
357	63270	CHISIMAIO                	-0.36666666666666664	42.43333333333333	-999.0
358	63230	GALCAYO                  	6.85	47.266666666666666	-999.0
359	63225	GARDO                    	9.516666666666667	49.083333333333336	-999.0
360	63247	ISCIA BAIDOA             	3.1333333333333333	43.666666666666664	-999.0
361	63260	MOGADISCIO               	2.033333333333333	45.35	-999.0
362	62640	ABU HAMED                	19.533333333333335	33.333333333333336	312.0
363	62795	ABU NA'AMA               	12.733333333333333	34.13333333333333	445.0
364	62722	AROMA                    	15.833333333333334	36.15	-999.0
365	62680	ATBARA                   	17.7	33.96666666666667	347.0
366	62805	DAMAZIN                  	11.816666666666666	34.4	474.0
367	62650	DONGLA                   	19.166666666666668	30.483333333333334	226.0
368	62750	ED DUEIM                 	13.983333333333333	32.333333333333336	-999.0
369	62760	EL FASHER                	13.633333333333333	25.333333333333332	733.0
370	62771	EL OBEID                 	13.166666666666666	30.233333333333334	574.0
371	62781	EN NAHUD                 	12.7	28.433333333333334	565.0
372	62808	GAZALA GAWZAT            	11.466666666666667	26.45	-999.0
373	62752	GEDAREF                  	14.033333333333333	35.4	599.0
374	62661	GEBEIT                   	18.95	36.85	-999.0
375	62770	GENEINA                  	13.483333333333333	22.283333333333335	805.0
376	62941	JUBA                     	4.866666666666667	31.6	460.0
377	62810	KADUGLI                  	11.0	29.716666666666665	499.0
378	62660	KARIMA                   	18.55	31.85	249.0
379	62730	KASSALA                  	15.466666666666667	36.4	500.0
380	62721	KHARTOUM                 	15.6	32.55	382.0
381	62772	KOSTI                    	13.166666666666666	30.7	381.0
382	62840	MALAKAL                  	9.55	31.65	387.0
383	62790	NYALA                    	12.066666666666666	24.883333333333333	674.0
384	62641	PORT SUDAN               	19.583333333333332	37.21666666666667	3.0
385	62871	RAGA                     	8.466666666666667	25.683333333333334	-999.0
386	62900	RUMBEK                   	6.8	29.7	-999.0
387	62762	SENNAR                   	13.55	33.61666666666667	418.0
388	62700	SHENDI                   	16.7	33.43333333333333	-999.0
389	62671	TOKAR                    	18.433333333333334	37.733333333333334	-999.0
390	62751	WAD MEDANI               	14.383333333333333	33.483333333333334	408.0
391	62600	WADI HALFA               	21.916666666666668	31.333333333333332	183.0
392	62880	WAU                      	7.7	28.016666666666666	-999.0
393	62780	ZALINGEI                 	12.9	23.483333333333334	-999.0
394	63894	DAR ES SALAAM APRT.      	-6.883333333333333	39.2	55.0
395	63862	DODOMA                   	-6.166666666666667	35.766666666666666	-999.0
396	63932	MBEYA                    	-8.933333333333334	35.46666666666667	-999.0
397	63962	SONGEA                   	-10.683333333333334	35.583333333333336	-999.0
398	63832	TABORA                   	-5.083333333333333	32.833333333333336	1181.0
399	63844	TANGA                    	-5.083333333333333	39.06666666666667	-999.0
400	63870	ZANZIBAR/KISAUNI         	-6.216666666666667	39.21666666666667	-999.0
401	60765	GABES                    	33.88333333333333	10.1	-999.0
402	60715	TUNIS CARTHAGE           	36.833333333333336	10.233333333333333	-999.0
403	60096	VILLA CISNEROS           	23.7	-15.866666666666667	-999.0
404	67581	CHIPATA/FORT JAMESON     	-13.55	32.583333333333336	-999.0
405	67753	CHOMA                    	-16.85	27.066666666666666	-999.0
406	67663	KABWE/BROKEN HILL        	-14.45	28.466666666666665	-999.0
407	67641	KAOMA/MONKOYA            	-14.8	24.8	-999.0
408	67475	KASAMA                   	-10.216666666666667	31.133333333333333	-999.0
