level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-20046	POLARGMO IM. E.T. KRENKELJA	80.62638888888888	58.05888888888889	24.66	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GSN, RBSN(ST), CLIMAT(C), RBCN, GOS	80 37 35N	058 03 32E	20046	999.0	999.0	True	0.7		OSCAR	0-20000-0-20046	None	None	None	None																						[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0		POLARGMO IM. E.T. KRENKELJA	80.6264	58.0589	21.0				20046	1957.0	2021.0	True	0.7		IGRA2	0-20300-0-20046	None	None	None	None	RSM00020046																					[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0															WBAN	0-20500-0-nan	None	None	None	None																						[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0															CHUAN	0-20400-0-nan	None	None	None	None																						[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0		(made up station ID) Polar G. M. O. Imyenya E. T. Krenkel'a - rocketsondes, Franz Josef Land, Russia	80.62	58.05	-999.0				20045				0.0		SCHROEDER	0-20600-0-20045	None	None	None	None		20045	629.0	1957-10-22 00:00:00	1957-10-22 00:00:00																	[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
1	1		Polar G. M. O. Imyenya E. T. Krenkel'a, Ostrov Kheysa, Zemlya Frantsa Iosifa / Heiss Island, Franz Josef Land, Russia	80.62	58.05	-999.0				20046				0.0		SCHROEDER	0-20600-0-20046	None	None	None	None		20046	630.0	1958-01-01 00:00:00	2008-10-06 00:00:00																	[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0		POLAR GMO IM.E.KRENKELJA 	80.61666666666666	58.05	-999.0				20046				0.4		WMO	0-20700-0-20046	None	None	None	None		20046	770.0																			[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0															AMMA	0-20800-0-nan	None	None	None	None																						[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
0	0		GMO IM  ET KRENELYA	80.62	58.05					20046			True	0.0		HARA	0-20111-0-20046	None	None	None	None		20046																	SOVIET	20826.0	58-87	[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
1	2			80.62	58.05					20406			True	0.0		HARA	0-20111-0-20406	None	None	None	None		20406																		2.0	79	[80.62, 80.6]	[301.95, 58.0]	20046_stationfile.csv	hara	1958-05-01	1996-07-06	20046	0-20000-0-20046	['126', '137', '106', '107', '117']
