level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20001-0-01004	NY-ALESUND II	78.92333333333333	11.922222222222222		Upper-air / Radiosonde station, GRUAN, GOS, RBSN(T)	78 55 24N	011 55 20E	01004	999	999	True	0.4		OSCAR	0-20001-0-01004	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
1	2	0-20000-0-01007	NY-ALESUND	78.92277777777778	11.933055555555555	7.7	Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS	78 55 22N	011 55 59E	01007	999	999	False	0.3		OSCAR	0-20000-0-01007	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0		NY-ALESUND II	78.9233	11.9222	15.5				01004	1992	2021	True	0.4		IGRA2	0-20300-0-01004	None	None	None	None	SVM00001004																					[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0															WBAN	0-20500-0-nan	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0		Ny Alesund (Spitzbergen)	78.93	11.96666667	0				4796	-999-999	-999-999		1.4		CHUAN	0-20400-0-4796	None	None	None	None		-999																				[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
1	1		Ny Alesund (Spitzbergen)	78.93	11.96666667	0				4797	-999-999	-999-999		1.4		CHUAN	0-20400-0-4797	None	None	None	None		-999																				[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0		(assigned station ID) ENAS Ny-Alesund II Research Village, Koldewey Station, Svalbard / Spitsbergen / Spitzbergen, Norway (ozonesondes)	78.9239	11.9285	-999				1003				0.4		SCHROEDER	0-20600-0-1003	None	None	None	None		1003	1.0	1988-12-01 00:00:00	1999-10-01 00:00:00																	[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
1	1		(assigned station ID) Deutsches Observatorium Ebeltofthafn (operated by German Geophysical Observatory expedition), Cross Bay, Spitsbergen / Spitzbergen, Norway	79.15	11.6	-999				1004				26.6		SCHROEDER	0-20600-0-1004	None	None	None	None		1004	2.0	1912-06-01 00:00:00	2009-06-26 00:00:00																	[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0															WMO	0-20700-0-nan	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0															AMMA	0-20800-0-nan	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
0	0															HARA	0-20111-0-nan	None	None	None	None																						[78.92, 78.92]	[11.93, 11.93]	01004_stationfile.csv	hara	1993-04-13	1996-07-06	01004	0-20001-0-01004	['126', '137', '106', '107', '117']
