level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	anadyr	483.4	64.75	177.48333300000004																						[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0		MYS SHMIDTA	68.92	-179.48	2.0				25173	1939	1998	True	0.0		0-20300-0-25173	IGRA2	anadyr	483.4	64.75	177.48333300000004	RSM00025173																					[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0															0-20500-0-nan	WBAN	anadyr	483.4	64.75	177.48333300000004																						[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0		Mys Shmidta	68.92	180.53	7				4716	193610	193706		0.4		0-20400-0-4716	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
1	1		Mys Shmidta	68.92	180.53	10				4726	193708	193806		0.4		0-20400-0-4726	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
2	2		Mys Shmidta	68.92	180.53	7				4735	193810	193906		0.4		0-20400-0-4735	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
3	3		Mys Shmidta	68.92	180.53	7				4743	193907	194006		0.4		0-20400-0-4743	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
4	4		Mys Shmidta	68.92	180.53	14				4750	194407	194506		0.4		0-20400-0-4750	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
5	5		Mys Shmidta	68.92	180.53	12				4759	194608	194706		0.4		0-20400-0-4759	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
6	6		Mys Shmidta	68.92	180.53	12				4769	194807	194812		0.4		0-20400-0-4769	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
7	7		Mys Shmidta	68.92	180.53	12				4779	194907	194912		0.4		0-20400-0-4779	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
8	8		Mys Shmidta	68.92	180.53	14				5995	-999-999	-999-999		0.4		0-20400-0-5995	CHUAN	anadyr	483.4	64.75	177.48333300000004		-999																				[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0															0-20600-0-nan	SCHROEDER	anadyr	483.4	64.75	177.48333300000004																						[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0		MYS SMIDTA               	68.91666666666667	-179.48333333333332	-999.0				25173				0.4		0-20700-0-25173	WMO	anadyr	483.4	64.75	177.48333300000004		25173	750.0																			[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0															0-20800-0-nan	AMMA	anadyr	483.4	64.75	177.48333300000004																						[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
0	0		MYS SCHMIDT 	68.92	-179.48					25173			True	0.0		0-20111-0-25173	HARA	anadyr	483.4	64.75	177.48333300000004		25173																	SOVIET	18478.0	58-87	[68.92, 68.9]	[180.6, 180.5]	25173_stationfile.csv	hara	1958-05-01	1996-07-06	25173	0-20300-0-25173	['126', '137', '106', '107', '117']
