sensor_id,comment
VNn,"  VNn Vaisala RS92 DigiCORA III auto corr, no wind 31313=48000^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
VNr,"  VNr Vaisala RS92 DigiCORA III auto corr, radar or RDF wind 31313=48002 or 48000 with wind^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
VNt,"  VNt Vaisala RS92 DigiCORA III auto corr, ranging wind 31313=48003^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,W=T>"
VNw,"  VNw Vaisala RS92-SGPW digital GPS radiosonde, water-activated battery {2003}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=GC>"
VNz,"  VNz Vaisala RS92 DigiCORA III no corr, NCAR Integrated Sounding System (reported 31313=09608 or 09019, should be 31313=08008)^ <F=T400-406DL,P=Sc,T=Wc,"
VP3,  VP3 Vaisala RS41 Marwin 32 {2011} 31313=*25** with BUFR code 125^
VP4,  VP4 Vaisala RS41 Marwin 41 {2011} 31313=*23** with BUFR code 123^
VPA,  VPA Vaisala RS41 Autosonde {2011} 31313=*24** with BUFR code 124^
VPD,  VPD Vaisala RS41 no pressure Marwin 41 {2011} 31313=*41** with BUFR code 141^
VPN,  VPN Vaisala RS41 no pressure Autosonde {2011} 31313=*42** with BUFR code 142^
VR1,"  VR1 Vaisala Operational Reference Radiosonde RR01 production prototype {2008}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah+AH,N=G>"
VR2,"  VR2 Vaisala Operational Reference Radiosonde RR02 {development 2010}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah+AH,N=G>"
VRa,"  VRa Vaisala Reference Radiosonde RR01 2011 development model {2011}^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah+AH,N=G>"
VRo,  VRo Finland Rossi RS11-type radiosonde {~ 1955}^
VTA,"  VTA Vaisala-Tommila RS11-type radiosonde for automatic recording {1955}^ <F=T25FR,P=Ac,T=BSc,U=Hrc>"
VU1,"  VU1 Vaisala RS80-56H or RS80-56 1680 MHz RDF H-Humicap NWS radiosonde, pressure cell {1995} 31313=43702^ (W3=37, T=038) <F=T1680AL,P=Ac,T=CB,U=A>"
VU2,"  VU2 Vaisala RS80-56H or RS80-57H H-Humicap NWS radiosonde, no corr {1996} 31313=05202^ (W3=52, T=039) <F=T1680AL,P=Ac,T=CB,U=A>"
VU3,"  VU3 Vaisala RS80-57H or RS80-57 1680 MHz RDF H-Humicap NWS radiosonde, pressure cell {1998} 31313=45202^ (W3=52, T=039) (RDF, 1680+-3 MHz AM)"
VU4,"  VU4 Vaisala RS80-57H or RS80-57 1680 MHz RDF H-Humicap NWS radiosonde, pressure cell, corrected elapsed time {2003} 31313=45202^ (W3=52, T=039) (RDF, 1680+-3"
VU_,"  VU_ Vaisala unspecified model before RS80^ (W1=01, T=023)"
V__,"  V__ Vaisala radiosonde, unspecified model or series^"
VaT,"  VaT Vaisala RS80 MicroCora radiosonde country corr, ranging wind 31313=63703^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ta>"
VaV,"  VaV Vaisala RS80 MicroCora radiosonde no corr, Omega wind 31313=03705^ <F=T403FL,P=Ac,T=CB,U=A,W=O>"
Vbg,"  Vbg Vaisala RS80 MicroCora radiosonde unknown corr, GPS wind 31313=96008^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
VcV,"  VcV Vaisala RS80 DigiCORA I, II, or Marwin unknown corr, Omega wind 31313=96105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>"
Vcg,"  Vcg Vaisala RS80 DigiCORA I, II, or Marwin unknown corr, GPS wind 31313=96108^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>"
Vcl,"  Vcl Vaisala RS80 DigiCORA I, II, or Marwin country solar corr, Omega wind 31313=76105^"
VhN,"  VhN Vaisala RS80 MicroCora radiosonde H Humicap, no wind 31313=437//^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>"
VhO,"  VhO Vaisala RS80 MicroCora radiosonde auto corr H Humicap, optical wind 31313=43701^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=O>"
VhR,"  VhR Vaisala RS80 MicroCora radiosonde country solar corr, RDF wind 31313=73702, assumed H-Humicap^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
Vhr,"  Vhr Vaisala RS80 MicroCora radiosonde auto solar corr, RDF wind 31313=53702, assumed H-Humicap^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>"
VnG,"  VnG Vaisala RS92 DigiCORA I, II, or Marwin country corr, GPS wind 31313=67908^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
Vng,"  Vng Vaisala RS92 DigiCORA III auto solar corr, GPS wind 31313=58026 assumed 58008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>"
Vnn,"  Vnn Vaisala RS92 DigiCORA III auto solar corr, no wind 31313=58000^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>"
W02,"  W02 Wind only, passive target (e. g. reflector) (WMO instr=02)^ (W3=02)"
W03,"  W03 Wind only, active target (e. g. transponder) (WMO instr=03)^ (W3=03)"
W09,"  W09 Wind only, method unspecified (WMO instr=09)^ (W3=09)"
W1P,"  W1P Wind only, 1-theodolite tracking of pilot balloon (pibal)^"
W2P,"  W2P Wind only, 2-theodolite tracking of pilot balloon (pibal)^"
W3P,"  W3P Wind only, 3-theodolite tracking of pilot balloon (pibal)^"
WBP,  WBP Poland PIHM wind radiosonde {1962}^
WBX,  WBX Thailand Meteorological Department windsonde {2008}^
WBZ,  WBZ New Zealand 700 MHz wind-only transponder {~1945}^
WBz,  WBz New Zealand 900 MHz wind-only transponder {~1945}^
WDB,  WDB Germany Bingel descending pilot balloon {1918}^
WDM,  WDM Germany Peilsender Marinesonde RS7 {1940s}^
WDP,"  WDP Germany Wettersonde PI-1139 windsonde {early 1940s}^ <F=V9.8??,P=2A>"
WF1,  WF1 France Metox baroswitch windsonde {1968}^
WF2,"  WF2 France Mesural windsonde {1973}^ <F=28,403,or 1680?B,P=A>"
WFC,  WFC France Corriez and Perlot wind transmitter {1935}^
WG1,  WG1 Britain constant-level balloon {1943}^
WGA,  WGA Britain Biram's anemometer suspended from kite {1883}^ <W=A>
WGN,  WGN Britain National Physical Laboratory wind transmitter {1938}^ <F=V27.5-34A->
WGR,  WGR Britain wind transmitter {~1944}^
WGT,"  WGT Britain TRE wind finding responder {1949}^ Telecommunication Research Establishment (TRE) transponder <F=V?,W=Ta>"
WI4,  WI4 India wind only 401-MHz transmitter {1970}^ <F=V401F->
WJ4,  WJ4 Japan Meisei W-49 402 MHz windsonde {1950}^
WJ5,  WJ5 Japan Meisei W-51 402 MHz windsonde {1951}^
WJ6,  WJ6 Japan Meisei W-60 1680 MHz windsonde {1960}^
WJ7,  WJ7 Japan Meisei W75 wind only radiosonde-dropsonde {~1975}^
WJ8,  WJ8 Japan Meisei EW-78 1680 MHz transponder windsonde {1978}^
WJ9,  WJ9 Japan Meisei JWA-79W low level windsonde {1979}^
WJA,  WJA Japan Meisei W-67 windsonde {1967}^
WJC,"  WJC Japan CBS-1 wind-only tethersonde {1967}^ <F=V400F-,W=A+bi-directional vane+compass> Resources Research Institute, Tokyo"
WJD,"  WJD Japan Army Meisei W-44 300 MHz windsonde, VT-15 transmitter for D-44 RDF {1944}^"
WJE,  WJE Japan Meisei EW-61 1680 MHz transponder windsonde {1961}^
WJF,"  WJF Japan Fugo balloon-bomb, radio tracked {1944}^ <W=Rm>"
WJG,  WJG Japan Meisei W75(MA) wind only radiosonde {1977}^
WJM,  WJM Japan Meisei CMO VF15 300 MHz windsonde {1945}^
WJT,  WJT Japan Meisei EW-8 1680 MHz transponder windsonde {1958}^
WJU,  WJU Japan Meisei W-60T 1680 MHz windsonde {1969}^
WRA,"  WRA USSR A22 wind only {~ 1957}^ winds only <F=V403ME,P=2A,T=0,U=0,W=T216m>"
WRL,"  WRL USSR/Russia wind low level only^ Unknown model, likely to be pibal because no obs go higher than 500 mb"
WRR,"  WRR USSR/Russia MARS-0 windsonde {1984}^ (T=221) <F=T1780PL,P=0,W=Ta>"
WRZ,"  WRZ USSR/Russia MRZ-2A windsonde {1986} (WMO instr=27)^ (W3=27, T=232) <F=T1780FL,P=0,W=Ta>"
WR_,"  WR_ USSR/Russia wind only unspecified model or method^ may be pibal, reflector, transponder, or wind-only sonde"
WS1,"  WS1 Switzerland Meteolabor MRS-SRS400W wind-only radiosonde {<2009}^ <F=T400DL,W=Ra>"
WSG,"  WSG Switzerland Meteolabor SRS-C34 GPS windsonde {<=2010}^ <F=T400DL,N=G>"
WU1,  WU1 USA Signal Corps radio pilot balloon {1930}^ <W=2 (or 3) Dm>
WU2,"  WU2 USA Anasphere AnaSonde-2G 403 MHz high resolution windsonde {~2009}^ Anasphere Inc., Bozeman, MT"
WUA,"  WUA US Air Force HRFE Jimsphere for AMPS {~2002}^ <F=T403??,W=T403a(AMPS)>"
WUB,  WUB USA Tropical Constant Level Balloon System (TCLBS) {~1978}^
WUC,  WUC USA Cambridge Systems full-range hypsometer windsonde {1965}^ <P=H>
WUD,  WUD USA Moby Dick constant-pressure balloon {1952}^ <W=Dm>
WUE,  WUE USA Rising Observation Sounding Equipment (ROSE) {1965}^ <W=R>
WUF,"  WUF USA Tethered Aerodynamically Lifting Anemometer (TALA) kite system {1976}^ Approach Fish, Inc., Clifton Forge, VA"
WUG,  WUG USA General Mills constant level balloon {1951}^
WUJ,  WUJ USA Jimsphere ascending windsonde {~1963}^
WUM,"  WUM USA METRAC Doppler windsonde {1974}^ <F=T403,W=F,G=C>"
WUO,  WUO USA LoRAN-C transponder tetroon {~1985}^ <N=L>
WUP,  WUP USA NRL radio-controlled tethered smoke puffer {~1954}^
WUR,"  WUR US Navy Transosonde constant-pressure balloon {1953}^ <F=V6, 13, 19,W=Da>"
WUS,"  WUS USA Space Data MSS 690-6300 windsonde {~ 1986}^ <F=T1660-1700,W=T400-406>"
WUT,  WUT USA NASA smoke trail generator {1963}^
WUW,  WUW USA Weather Science transponder windsonde {1965}^ <W=T403a>
WV1,  WV1 Vaisala WT-11 wind transmitter {1967}^ <F=T400?-}
WV2,  WV2 Vaisala WS12 windsonde {1966}^
WV3,  WV3 Vaisala WS13 windsonde {1969}^
WV4,  WV4 Vaisala WS18 windsonde {early 1970s?}^ <F=V25??>
WV5,  WV5 Vaisala WS80-15 windsonde {1980}^
WV8,  WV8 Vaisala WS80-18 windsonde^
WV9,  WV9 Vaisala RS92-W radiosonde^
WVF,  WVF Vaisala WS80-15F Omega/VLF windsonde^
WVG,  WVG Vaisala WS80-15G GPS windsonde^
WVL,  WVL Vaisala WS80-15L LoRAN windsonde^
WVS,"  WVS Vaisala WS80-15 windsonde plus surface observation {1980}^ Assumed WS80-15 windsonde, surface obs from surface observing instruments"
WVf,  WVf Vaisala WS80-18F Omega/VLF windsonde^
WVl,  WVl Vaisala WS80-18L LoRAN windsonde^
WZA,"  WZA VIZ model 1031 USWB 1680 MHz Windsonde {1958}^ (T=367) NWS stock no. J005A <F=V1680A-,P=A,W=Da(GMD-1)>"
WZB,"  WZB VIZ model 1059 USWB 1680 MHz Windsonde {1960}^ (T=376) <F=V1680A-,P=A,W=Da(WBRT or GMD-1)>"
WZC,"  WZC VIZ model 1064 USWB 1680 MHz Windsonde {1961}^ (T=380) <F=V1680A-,P=A,W=Da(WBRT or GMD-1)>"
WZH,"  WZH VIZ model 1294 NWS 1680 MHz Windsonde {1974}^ (T=430) <F=V1680A-,P=A,W=Ra(WBRT or GMD-1)>"
WZI,  WZI VIZ model 1394-410 NWS 1680 MHz Windsonde {1975}^ (T=444)
WZN,"  WZN VIZ model 1799-310 USAF 1680 MHz MSS Windsonde {1983}^ (T=488) GMD-5 MSS system with transponder <F=T1680DL,P=Ac,W=T403a(MSS)>"
WZR,"  WZR VIZ model 1548-311 DGPS (LOS) 403 MHz high resolution windsonde {~1995}^ <F=T403DL,W=T403a(AMPS),N=G>"
W_G,"  W_G Wind only, GPS or other GNSS navaid^"
W_L,"  W_L Wind only, LoRAN-C navaid^"
W_P,"  W_P Wind only, pilot balloon (pibal)^"
W_T,"  W_T Wind only, radiosonde transmitter tracked by radiotheodolite^"
W_V,"  W_V Wind only, Omega/VLF navaid^"
W__,"  W__ Wind only, method unspecified^"
WuG,"  WuG USA Langley Research Center ""Golfoon"" <~1963}^"
X41,"  X41 Type 41, Aircraft single flight level^ report"
X51,"  X51 Type 51, Manual bogus^ values supplied to forecasting system to compensate for model errors or lack of observations"
X62,"  X62 Type 62, Cloud satellite-derived wind^ estimates from clouds"
X63,"  X63 Type 63, Other satellite-derived wind^ estimates"
XG4,"  XG4 Britain Mark 4 radiosonde, another name for Vaisala RS80-15 {1990}^ (T=195)"
XSF,"  XSF Surface PTUW observation only, no radiosonde^"
XUE,"  XUE USA EEC Company type 23, not a radiosonde or a radar {~ 1980s} (W3=15)^"
XUT,"  XUT USA ATEAR radiosonde, probably error {1997}^"
XUW,  XUW USA WeatherMeasure RD 1680 radiosonde {early 1970s}^ (T=566)
XUi,  XUi USA CMD-18 radiosonde {~ 1960}^ (C=790)
XV1,"  XV1 Vaisala RS38 radiosonde, erroneous^"
XV2,"  XV2 Vaisala RS53 radiosonde, erroneous^ (C=725)"
XV3,"  XV3 Vaisala RS56 radiosonde, erroneous^ (C=726)"
XV4,"  XV4 Vaisala RS 2 56 radiosonde, erroneous^"
XV5,"  XV5 Vaisala RS58 radiosonde, erroneous^"
XXX,  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
Y91,  Y91 Pressure-only radiosonde (WMO instr=91)^ (W3=91)
Y92,  Y92 Pressure-only radiosonde with transponder (WMO instr=92)^ (W3=92) This may be a duplicate of W3=03
Y93,  Y93 Pressure-only radiosonde with radar reflector (WMO instr=93)^ (W3=93) This may be a duplicate of W3=02
Y94,  Y94 No-pressure radiosonde with transponder (WMO instr=94)^ (W3=94) This may be a duplicate of W3=03
Y95,  Y95 No-pressure radiosonde with radar reflector (WMO instr=95)^ (W3=95) This may be a duplicate of W3=02
YI1,  YI1 Indonesia unknown Barth radiosonde {1960}^
YP1,  YP1 Pakistan unknown 4085-146-01 403 MHz radiosonde {1975}^
YYY,"  YYY Unknown instrument category (WMO instr=90)^ so no corrections are applied (W2=99, W3=90)"
Z0m,  Z0m VIZ AN/AMT modified sonde assumed similar to Z4a {mid 1970s}^
Z11,"  Z11 VIZ no model number, US Army AN/AMT-1 {1947}^ (T=355) <F=V403FB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Dm(SCR-658)>"
Z21,"  Z21 VIZ model 1000 US Army AN/AMT-2 {1947}^ (T=356) <F=V403FB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Dm(SCR-658)>"
Z22,"  Z22 VIZ model 1023 US Army AN/AMT-2A {1958}^ (T=365) <F=V403FB,P=A,T=TR(ML-419/AM),U=L(ML-418/AM),W=Dm(SCR-658)>"
Z23,  Z23 MIC AN/AMT-2B modified for continuous T signal with fast response {~ late 1950s}^
Z2_,  Z2_ VIZ AN/AMT-2C unspecified model^
Z41,"  Z41 VIZ model 1001 US Army AN/AMT-4A {1954}^ (T=357, possibly I=E6 along with other mfr) <F=V1680AB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Da(AN/GMD-1)>"
Z42,"  Z42 VIZ model 1013 US Army AN/AMT-4B {1958}^ (T=362, possibly I=E7 along with other mfr) <F=V1680AB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Da(AN/GMD-1)>"
Z43,"  Z43 VIZ model 1042 US Army AN/AMT-4C {1960}^ (T=369) <F=V1680PB,P=A),T=TR(ML-419/AM),U=C,W=Da(AN/GMD-1>"
Z44,"  Z44 VIZ model 1045 US Army AN/AMT-4D {1960}^ (T=370) <F=V1680PB,P=A),T=TR(ML-419/AM),U=C,W=Da(AN/GMD-1>"
Z45,"  Z45 VIZ model 1089 US Army AN/AMT-4B {1963}^ (T=398) <F=V1680PB,P=A),T=TR(ML-419/AM),U=C,W=Da(AN/GMD-1>"
Z46,"  Z46 VIZ model 1090 US Army AN/AMT-4D {1964}^ (T=399) <F=V1680PB,P=A,T=TR(ML-419/AM),U=C(ML-476),W=Da(AN/GMD-1>"
Z47,"  Z47 VIZ model 1190 US Army AN/AMT-4D {1972}^ (T=409) <F=Vt1680PB,P=A,T=TR(ML-419/AM),U=C(ML-476),W=Da(AN/GMD-1>"
Z47c,"  Z47c VIZ model 1190 US Army AN/AMT-4D, censoring {1973}^ (T=409) <F=Vt1680PB,P=A,T=TR(ML-419/AM),U=C(ML-476),W=Da(AN/GMD-1>"
Z49,"  Z49 VIZ model 1290 US Army AN/AMT-4E {~1973}^ (T=425) <F=T1680PB,P=A,T=TR(ML-419/AM),U=C(ML-476),W=Da(AN/GMD-1>"
Z49c,"  Z49c VIZ model 1290 US Army AN/AMT-4E, censoring {~1973}^ (T=425) <F=T1680PB,P=A,T=TR(ML-419/AM),U=C(ML-476),W=Da(AN/GMD-1>"
Z4_,  Z4_ VIZ AN/AMT-4 unspecified model^
Z4a,  Z4a VIZ US Army AN/AMT-4D/F radiosonde {~1973}^ <F=?1680PB>
Z4ac,"  Z4ac VIZ US Army AN/AMT-4D/F radiosonde, censoring {~1973}^ <F=?1680PB>"
Z51,"  Z51 VIZ model 1463-510 US Army ML-659(V)1/TMQ-4A 403 MHz LoRAN-C {1983}^ <F=T403DL,P=Ac,T=TR,U=C,N=L>"
Z52,"  Z52 VIZ model 1464-510 US Army ML-659(V)2/TMQ-4A 403 MHz Omega {1983}^ <F=T403DL,P=Ac,T=TR,U=C,N=O>"
Z53,"  Z53 VIZ model 1460-510 US Army ML-659(V)3/TMQ-4A 1680 MHz RDF {1983}^ <F=T1680DL,P=Ac,T=TR,U=C,W=Ra>"
Z5A,"  Z5A VIZ model 1563-510 US Army ML-659(V)1 403 MHz MDS LoRAN-C {1986}^ (T=486) <F=T403DL,P=Ac,T=TR,U=C,N=L>"
Z5B,"  Z5B VIZ model 1564-510 US Army ML-659(V)2 403 MHz MDS Omega {~1986}^ (T=487) <F=T403DL,P=Ac,T=TR,U=C,N=O>"
Z5C,"  Z5C VIZ model 1560-510 US Army ML-659(V)3 1680 MHz MDS RDF {~1986}^ (T=485) <F=T1680DL,P=Ac,T=TR,U=C,W=Ra>"
Z71,"  Z71 VIZ model 1002 US Navy AN/AMT-7B {1951}^ (T=358) <F=V403PB,P=A,T=TR(ML-405/AM),U=L(ML-379),W=Rm>"
Z7D,"  Z7D VIZ US Navy AN/AMT-7 modified by University of Chicago with dew point mirror {1950}^ <F=V403PE,P=A+H,T=W,U=D,W=Rm>"
Z91,"  Z91 VIZ model 1003 US Army AN/AMQ-9 (XE1) transponder {1955}^ (T=359) <F=V1680AB,P=0,T=TR(ML-419/AM),U=C(ML-476),N=Ta403(AN/GMD-2)>"
Z92,"  Z92 VIZ model 1005 US Army AN/AMQ-9 (XE2) transponder {1957}^ (T=361) <F=V1680AB,P=0,T=TR(ML-419/AM),U=C(ML-476),N=Ta403(AN/GMD-2)>"
Z93,"  Z93 VIZ model 1099 US Army AN/AMT-9 {1965}^ (T=407) <F=V1680AB,P=A,T=TR(ML-419/AM),U=C(ML-476),N=Ta(AN/GMD-2>"
Z9g,  Z9g AN/AMQ-9 unspecified model^
ZA1,"  ZA1 VIZ model 1022 USWB 1680 MHz {1958}^ (T=364) NWS stock no. J005 <F=V1680AB,P=A,T=TR(ML-405/AM),U=L(?),W=Da(GMD-1)>"
ZA4,"  ZA4 VIZ model 1021 USWB 403 MHz {1958}^ (T=363) NWS stock no. J004 <F=V403AB,P=A,T=TR(ML-405/AM),U=L(?),W=Dm(SCR-658)>"
ZAs,"  ZAs VIZ model 1030 USWB 72 MHz shipboard {1958}^ (T=366, probably not I=E1) NWS stock no. J003"
ZB1,"  ZB1 VIZ model 1056 USWB 1680 MHz {1960}^ (T=373) <F=V1680AB,P=A,T=TR(ML-405/AM),U=L,W=Da(WBRT/GMD-1)>"
ZB4,"  ZB4 VIZ model 1057 USWB 403 MHz {1960}^ (T=374) <F=V403AB,P=A,T=TR(ML-405/AM),U=L,W=Dm(SCR-658)>"
ZBs,"  ZBs VIZ model 1058 USWB 72.2 MHz shipboard {1960}^ (T=375) <F=V72.2AB,P=A,T=TR(ML-405/AM),U=L,W=Rm>"
ZC1,"  ZC1 VIZ model 1062 USWB 1680 MHz {1961}^ (T=378) <F=V1680AB,P=A,T=TR(ML-405/AM),U=L,W=Da(WBRT or GMD-1)>"
ZC4,"  ZC4 VIZ model 1065 USWB 403 MHz {1961}^ (T=381) <F=V403FB,P=A,T=TR(ML-405/AM),U=L,W=Dm(SCR-658)>"
ZC6,"  ZC6 VIZ model 1068 USWB 1680 MHz, hypsometer, Kuhn radiometer for albedo {1961}^ (T=384) <F=V1680AB,P=A+H,T=TR(ML-405/AM),U=L),W=Da(WBRT or GMD-1)>"
ZC7,"  ZC7 VIZ model 1069 USWB 403 MHz, Kuhn radiometer {1961}^ (T=385) <F=V403FB,P=A,T=TR(ML-405/AM),U=L,W=Dm(SCR-658)>"
ZC8,"  ZC8 VIZ model 1071 USWB 72.2 MHz no wind {1960}^ (T=387) <F=V72.2AB,P=A,T=TR(ML-405/AM),U=L,W=none>"
ZCH,"  ZCH VIZ model 1063 USWB 1680 MHz hypsometer {1961}^ (T=379) <F=V1680AB,P=A+H,T=TR(ML-405/AM),U=L,W=Da(WBRT or GMD-1)>"
ZC_,"  ZC_ VIZ 1062 series LiCl, unspecified model {1961}^"
ZCh,"  ZCh VIZ model 1066 USWB 403 MHz hypsometer {1961}^ (T=382) <F=V403FB,P=A+H,T=TR(ML-405/AM),U=L,W=Dm(SCR-658)>"
ZCs,"  ZCs VIZ model 1067 USWB 72.2 MHz shipboard {1961}^ (T=383) <F=V72.2AB,P=A,T=TR(ML-405/AM),U=L,W=Rm>"
ZD1,"  ZD1 VIZ model 1072 USWB 1680 MHz {1963}^ (T=388) <F=V1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZD3,"  ZD3 VIZ model 1074 USWB 1680 MHz {1963}^ (T=390) <F=V1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZD4,"  ZD4 VIZ model 1075 USWB 403 MHz {1963}^ (T=391) <F=V403FB,P=A,T=TR(ML-405),U=C,W=Dm(SCR-658)>"
ZDB,"  ZDB VIZ model 1079 USWB 1680/403 MHz hypsometer transponder {1963}^ (T=395) <F=V1680AB,P=A+H,T=TR(ML-405),U=C,W=T403a(AN/GMD-2,6CW4 Nuvistor)>"
ZDH,"  ZDH VIZ model 1073 USWB 1680 MHz hypsometer {1963}^ (T=389) <F=V1680AB,P=A+H(hypsometer fluid CFC-11),T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZDS,"  ZDS VIZ model 1078 USWB 403 MHz pulse shipboard {1963}^ (T=394) <F=V403PB,P=A,T=TR(ML-405),U=C,W=none or Ra>"
ZDT,"  ZDT VIZ model 1076 USWB 1680/403 MHz transponder {1963}^ (T=392) <F=V1680AB,P=A,T=TR(ML-405),U=C,W=T403a(AN/GMD-2)>"
ZD_,"  ZD_ VIZ 1072 series carbon hygristor, unspecified model {1963}^"
ZDh,"  ZDh VIZ model 1081 USWB 403 MHz hypsometer {1963}^ (T=397) <F=V403FB,P=A+H,T=TR(ML-405),U=C,W=Dm(SCR-658)>"
ZDs,"  ZDs VIZ model 1077 USWB 72.2 MHz shipboard {1963}^ (T=393) <F=V72.2PB,P=A,T=TR(ML-405),U=C,W=none or Rm>"
ZE1,"  ZE1 VIZ model 1092 USWB 1680 MHz {1965}^ (T=401) NWS stock no. J005? (BOMEX - first use of Accu-Lok) <F=V1680AB(RCA 6562),P=A,T=TR(ML-405),U=C>"
ZE4,"  ZE4 VIZ model 1095-410 USWB 403 MHz {1964}^ (T=403) <F=V403FB,P=A,T=TR(ML-405),U=C,W=Dm(SCR-658)>"
ZEB,"  ZEB VIZ model 1096 USWB 1680/403 MHz hypsometer transponder {1965}^ (T=404) NWS stock no. J006A <F=V1680AB,P=A+H(CFC-11 hypsometer fluid),"
ZEH,"  ZEH VIZ model 1093 USWB 1680 MHz hypsometer {1965}^ (T=402) <F=V1680AB(RCA 6562),P=A+H(hypsometer fluid CFC-11),T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZES,"  ZES VIZ model 1098 USWB 403 MHz pulse shipboard {1965}^ (T=406) <F=V403PB,P=A,T=TR(ML-405),U=C,W=Ra>"
ZET,  ZET VIZ model 1090 NCAR 1680 MHz {early 1970s}^
ZEW,  ZEW BOMEX modified VIZ model 1095-410 temperature sonde and humidity sonde {1969}^
ZEX,  ZEX BOMEX modified VIZ model 1096 temperature sonde and 1097 humidity sonde {1969}^
ZEY,  ZEY BOMEX modified VIZ model 1098 temperature sonde and 1097 humidity sonde {1969}^
ZEZ,  ZEZ BOMEX modified VIZ model 1098 temperature sonde and humidity sonde {1969}^
ZE_,"  ZE_ VIZ USWB 1092 series, unspecified model {1965}^"
ZEs,"  ZEs VIZ model 1097 USWB 72.2 MHz shipboard {1965}^ (T=405) <F=V72.2PB,P=A,T=TR(ML-405),U=C,W=Rm>"
ZF1,"  ZF1 VIZ model 1192 NWS 1680 MHz, new hygristor duct {1970}^ (T=411) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZF1c,"  ZF1c VIZ model 1192 NWS 1680 MHz, new hygristor duct, censoring  {1973}^ (T=411) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>"
ZF4,"  ZF4 VIZ model 1195 NWS 403 MHz, new hygristor duct {1970}^ (T=413) <F=Vt403FB,P=A,T=TR(ML-405),U=C,W=Dm(SCR-658)>"
ZF4c,"  ZF4c VIZ model 1195 NWS 403 MHz, new hygristor duct, censoring {1973}^ (T=413) <F=Vt403FB,P=A,T=TR(ML-405),U=C,W=Dm(SCR-658)>"
ZFH,"  ZFH VIZ model 1193 NWS 1680 MHz hypsometer, new hygristor duct {1970}^ (T=412) <F=Vt1680AB,P=A+H(hypsometer fluid CFC-11),T=TR(ML-405),U=C,"
ZFHc,"  ZFHc VIZ model 1193 NWS 1680 MHz hypsometer, new hygristor duct, censoring {1973}^ (T=412) <F=Vt1680AB,P=A+H(hypsometer fluid CFC-11),T=TR(ML-405),"
ZFL,"  ZFL VIZ model 1205 NWS 403 MHz LoRAN-C, new hygristor duct {early 1970s}^ (T=415) <F=Vt403FB,P=A,T=TR(ML-405),U=C,N=L>"
ZFM,"  ZFM VIZ model 1206 NWS 403 MHz Omega, new hygristor duct {early 1970s}^ (T=416) <F=Vt403FB,P=A,T=TR(ML-405),U=C,N=O>"
ZFT,"  ZFT VIZ model 1199 NWS 1680/403 MHz transponder, new hygristor duct {1970}^ (T=414) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,N=T403a(AN/GMD-2)>"
ZFTc,"  ZFTc VIZ model 1199 NWS 1680/403 MHz transponder, new hygristor duct, censoring {1973}^ (T=414) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,N=T403a(AN/GMD-2)>"
ZF_,"  ZF_ VIZ NWS 1192 series, unspecified model, new hygristor duct {1970}^"
ZG1,"  ZG1 VIZ model 1220 NWS 403 MHz LoRAN-C {1972}^ (W1=19 calls this VIZ 1220-401, T=420) <F=T403DL,P=A,T=TR(ML-405),U=C,N=L>"
ZG2,"  ZG2 VIZ model 1221 NWS 403 MHz Omega {1972}^ (T=421) <F=T403DL,P=A,T=TR(ML-405),U=C,N=O>"
