
########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/cdsapp#!/dataset/insitu-observations-igra-baseline-network
# This is a C3S product under the following licences:
# #     - licence-to-use-copernicus-products
#     - igra-data-policy
# This is a CSV file following the CDS convention cdm-lev
# Data source: IGRA
# Version: v1
# Time extent: 20090401 - 20090401
# Geographic area: global
# Variables selected and units
# #	air_temperature [ K ]
########################################################################################
station_name,report_timestamp,report_id,longitude,latitude,air_pressure,air_temperature
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
PSM00091408,2009-04-01 00:00:00+00,32128157,134.4833,7.3333,,
