lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._3:02W	era5_2_mobile	196606	196608	3:02W	nan	mobile	0-20999-0-3:02W
