lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._7X7X	era5_2_mobile	197209	197209	7X7X	nan	mobile	0-20999-0-7X7X
