lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	variables	kind	WIGOS_best
		era5.conv._0X6Y	era5_2_mobile	196611	196611	0X6Y	nan	mobile	0-20999-0-0X6Y
