level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
0	0		SANTA ROSA (AAF)	38.5167	-122.8	35.4				23213	1943.0	1944.0	True	0.0		0-20300-0-23213	IGRA2	windsor	3.6	38.5472222	-122.8152778	USW00023213					[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
0	0		SANTA ROSA SONOMA CO A	38.52	-122.8	35.3568				23213	19450101.0	19451231.0		0.4		0-20500-0-23213	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
1	1		SANTA ROSA SONOMA CO A	38.52	-122.82	35.6616				23274	19620416.0	19620726.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
2	2		SANTA ROSA SONOMA CO A	38.52	-122.82	45.110400000000006				23274	19680501.0	19830401.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
3	3		SANTA ROSA SONOMA CO A	38.52	-122.82	45.110400000000006				23274	19830401.0	19890101.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
4	4		SANTA ROSA SONOMA CO A	38.52	-122.82	45.110400000000006				23274	19890101.0	19890707.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
5	5		SANTA ROSA SONOMA CO A	38.52	-122.82	36.576				23274	19890707.0	19950101.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
6	6		SANTA ROSA SONOMA CO A	38.52	-122.82	36.576				23274	19950101.0	19980603.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
7	7		SANTA ROSA SONOMA CO A	38.52	-122.82	35.6616				23274	19470201.0	19620416.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
8	8		SANTA ROSA SONOMA CO A	38.52	-122.82	38.1				23274	19620726.0	19680501.0		1.8		0-20500-0-23274	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
9	9		SANTA ROSA SONOMA CO A	38.5	-122.81	36.576				23213	19980603.0	99991231.0		2.0		0-20500-0-23213	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
10	10		SANTA ROSA SONOMA CO A	38.5	-122.82	36.2712				23213	19430401.0	19450101.0		2.5		0-20500-0-23213	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
11	11		SANTA ROSA NAAS	38.42	-122.8	32.9184				23246	19450101.0	19460101.0		10.7		0-20500-0-23246	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
12	12		SANTA ROSA NAAS	38.42	-122.75	42.062400000000004				23246	19511201.0	19511231.0		11.6		0-20500-0-23246	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
13	13		SANTA ROSA NAAS	38.42	-122.75	36.8808				23246	19460101.0	19470430.0		11.6		0-20500-0-23246	WBAN	windsor	3.6	38.5472222	-122.8152778						[38.5167, 38.5167]	[-122.8, -122.8]	USW00023213	igra2	1943	1944	23213	0-20300-0-23213	['85', '38', '106', '107']
