level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
0	0		KNOBNOSTER SEDALIA AFB	38.7333	-93.5667	255.1				13930	1943.0	1944.0	True	0.0		0-20300-0-13930	IGRA2	warrensburg	15.1	38.7627778	-93.7358333	USW00013930					[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
0	0		WHITEMAN AFB	38.73	-93.57	255.1176				13930	19540601.0	19760101.0		0.5		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
1	1		WHITEMAN AFB	38.73	-93.57	255.1176				13930	19460930.0	19540601.0		0.5		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
2	2		WHITEMAN AFB	38.73	-93.57	255.1176				13930	19421201.0	19460930.0		0.5		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
3	3		WHITEMAN AFB	38.72	-93.55	255.1176				13930	19950101.0	99991231.0		2.1		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
4	4		WHITEMAN AFB	38.72	-93.55	255.1176				13930	19811231.0	19950101.0		2.1		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
5	5		WHITEMAN AFB	38.72	-93.55	255.1176				13930	19760101.0	19811231.0		2.1		0-20500-0-13930	WBAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
0	0															0-20400-0-nan	CHUAN	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
0	0															0-20600-0-nan	SCHROEDER	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
0	0															0-20700-0-nan	WMO	warrensburg	15.1	38.7627778	-93.7358333						[38.7333, 38.7333]	[-93.5667, -93.5667]	USW00013930	igra2	1943	1944	13930	0-20300-0-13930	['85', '38', '106', '107']
