level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	taraz	7.8	42.9	71.366667						[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
0	0		TARAZ	42.85	71.3	652.0				38341	1956	2021	True	0.0		0-20300-0-38341	IGRA2	taraz	7.8	42.9	71.366667	KZM00038341					[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
0	0															0-20500-0-nan	WBAN	taraz	7.8	42.9	71.366667						[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
0	0		Djambul	42.85	71.38	-999				4691	195604	195604		6.5		0-20400-0-4691	CHUAN	taraz	7.8	42.9	71.366667		-999				[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
1	1		Djambul	42.85	71.38	-999				4702	195605	195606		6.5		0-20400-0-4702	CHUAN	taraz	7.8	42.9	71.366667		-999				[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
2	2		Djambul	42.85	71.38	-999				4670	195607	195608		6.5		0-20400-0-4670	CHUAN	taraz	7.8	42.9	71.366667		-999				[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
3	3		Djambul	42.85	71.38	-999				4690	195603	195603		6.5		0-20400-0-4690	CHUAN	taraz	7.8	42.9	71.366667		-999				[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
4	4		Djambul	42.85	71.38	-999				4682	195807	195807		6.5		0-20400-0-4682	CHUAN	taraz	7.8	42.9	71.366667		-999				[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
0	0		Dzhambul / Zhambyl, Kazakhstan	42.87	71.28	-999				38341				2.8		0-20600-0-38341	SCHROEDER	taraz	7.8	42.9	71.366667		38341	909.0	1963-12-01 00:00:00	2010-12-13 00:00:00	[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
0	0		TARAZ                    	42.016666666666666	71.0	-999.0				38341				95.8		0-20700-0-38341	WMO	taraz	7.8	42.9	71.366667		38341	4209.0			[42.85, 42.85]	[71.3, 71.3]	KZM00038341	igra2	1956	2021	38341	0-20300-0-38341	['85', '38', '106', '107']
