level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
0	0		SAN RAFAEL (HAMILTON AFB)	38.0667	-122.5167	0.6				23211	1936.0	1945.0	True	0.0		0-20300-0-23211	IGRA2	novato	6.4	38.1075	-122.5686111	USW00023211					[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
0	0		HAMILTON AFB	38.07	-122.52	3.9624				23211	19740101.0	19760131.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
1	1		HAMILTON FIELD	38.07	-122.52	0.9144000000000001				23211	19450101.0	19480101.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
2	2		HAMILTON AFB	38.07	-122.52	3.9624				23211	19640229.0	19740101.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
3	3		HAMILTON AF BASE	38.07	-122.52	3.9624				23211	19640201.0	19640229.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
4	4		HAMILTON FIELD	38.07	-122.52	0.9144000000000001				23211	19480101.0	19550623.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
5	5		HAMILTON AF BASE	38.07	-122.52	0.9144000000000001				23211	19550623.0	19610101.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
6	6		HAMILTON AF BASE	38.07	-122.52	3.9624				23211	19610101.0	19640201.0		0.5		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
7	7		HAMILTON AFB	38.05	-122.5	4.8768				23211	19310201.0	19340201.0		2.4		0-20500-0-23211	WBAN	novato	6.4	38.1075	-122.5686111						[38.0667, 38.0667]	[-122.5167, -122.5167]	USW00023211	igra2	1936	1945	23211	0-20300-0-23211	['85', '38', '106', '107']
