level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
0	0		GAMBELL	63.85	-171.6	10.0				70204	1942.0	1953.0	True	0.0		0-20300-0-70204	IGRA2	None	None	None	None	USM00070204					[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
0	0		GAMBELL	63.77	-171.6	9.144				26703	19381101.0	19421031.0		8.9		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
1	1		GAMBELL	63.77	-171.6	9.144				26703	19370701.0	19381101.0		8.9		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
2	2		GAMBELL	63.78	-171.75	9.144				26703	19811206.0	19881201.0		10.7		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
3	3		GAMBELL	63.78	-171.75	7.62				26703	19890328.0	19891001.0		10.7		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
4	4		GAMBELL	63.77	-171.75	9.144				26703	19350801.0	19360731.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
5	5		GAMBELL WB AIRPORT	63.77	-171.75	9.144				26703	19541101.0	19541130.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
6	6		GAMBELL WB AIRPORT	63.77	-171.75	9.144				26703	19541015.0	19541101.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
7	7		GAMBELL	63.77	-171.75	9.7536				26703	19430101.0	19460901.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
8	8		GAMBELL	63.77	-171.75	9.7536				26703	19421101.0	19430101.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
9	9		GAMBELL	63.77	-171.75	9.144				26703	19360731.0	19370701.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
10	10		GAMBELL WB AIRPORT	63.77	-171.75	9.7536				26703	19460901.0	19530630.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
11	11		GAMBELL WB AIRPORT	63.77	-171.75	9.144				26703	19530701.0	19541015.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
12	12		GAMBELL	63.77	-171.75	7.62				26703	19771130.0	19780331.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
13	13		GAMBELL	63.77	-171.75	7.62				26703	19651201.0	19771130.0		11.6		0-20500-0-26703	WBAN	None	None	None	None						[63.85, 63.85]	[-171.6, -171.6]	USM00070204	igra2	1942	1953	70204	0-20300-0-70204	['85', '38', '106', '107']
