level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	isla vista	2.1	34.4133333	-119.86																						[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
0	0															0-20300-0-nan	IGRA2	isla vista	2.1	34.4133333	-119.86																						[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
0	0		SANTA BARBARA MCAS	34.43	-119.85	3.9624				93124	19460101.0	19460228.0		0.0		0-20500-0-93124	WBAN	isla vista	2.1	34.4133333	-119.86																						[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
1	1		SANTA BARBARA MCAS	34.43	-119.85	3.9624				93124	19430901.0	19460101.0		0.0		0-20500-0-93124	WBAN	isla vista	2.1	34.4133333	-119.86																						[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
2	2		SANTA BARBARA MUNI AP	34.43	-119.84	3.048				23190	19980301.0	19980304.0		0.9		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
3	3		SANTA BARBARA MUNI AP	34.43	-119.84	3.048				23190	19980304.0	99991231.0		0.9		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
4	4		SANTA BARBARA CAA AIRPORT	34.43	-119.83	4.8768				23190	19401101.0	19401130.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
5	5		SANTA BARBARA MUNI	34.43	-119.83	4.8768				23190	19370101.0	19401101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
6	6		SANTA BARBARA MUNI	34.43	-119.83	4.8768				23190	19290701.0	19370101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
7	7		SANTA BARBARA FCWOS	34.43	-119.83	3.048				23190	19930713.0	19950101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
8	8		SANTA BARBARA FAA ARPT	34.43	-119.83	3.048				23190	19930101.0	19930713.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
9	9		SANTA BARBARA FAA ARPT	34.43	-119.83	2.7432000000000003				23190	19820101.0	19930101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
10	10		SANTA BARBARA FAA ARPT	34.43	-119.83	3.9624				23190	19781231.0	19811231.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
11	11		SANTA BARBARA FCWOS	34.43	-119.83	3.048				23190	19950101.0	19980301.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
12	12		SANTA BARBARA CAA AIRPORT	34.43	-119.83	3.9624				23190	19421031.0	19430101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
13	13		SANTA BARBARA FAA ARPT	34.43	-119.83	3.9624				23190	19781201.0	19781231.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
14	14		SANTA BARBARA FAA ARPT	34.43	-119.83	3.9624				23190	19780701.0	19780731.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
15	15		SANTA BARBARA FAA ARPT	34.43	-119.83	3.9624				23190	19650101.0	19780701.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
16	16		SANTA BARBARA FAA ARPT	34.43	-119.83	3.9624				23190	19780731.0	19781201.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
17	17		SANTA BARBARA CAA AIRPORT	34.43	-119.83	3.9624				23190	19610101.0	19650101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
18	18		SANTA BARBARA CAA AIRPORT	34.43	-119.83	3.9624				23190	19470101.0	19610101.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
19	19		SANTA BARBARA CAA AIRPORT	34.43	-119.83	3.9624				23190	19420101.0	19421031.0		1.8		0-20500-0-23190	WBAN	isla vista	2.1	34.4133333	-119.86		72392.0																				[34.43, 34.43]	[-119.85, -119.85]	era5.conv._2:93124	era5_2	19430901	19460227	2:93124	0-20500-0-93124	[104, 105, 106, 107]	identified
