level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0		SARASOTA AAF	27.3833	-82.55	8.2				12814	1943.0	1945.0	True	0.4		0-20300-0-12814	IGRA2	sarasota	5.2	27.336111100000004	-82.5308333	USW00012814																					[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0		SARASOTA AAF	27.38	-82.55	8.2296				12814	19420701.0	19451231.0		0.0		0-20500-0-12814	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
1	1		SARASOTA/BRADENTON	27.4	-82.55	8.5344				12871	19950701.0	19990318.0		2.2		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
2	2		SARASOTA/BRADENTON	27.4	-82.55	8.5344				12871	19930101.0	19950701.0		2.2		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
3	3		SARASOTA/BRADENTON	27.4	-82.55	7.315200000000001				12871	19811231.0	19930101.0		2.2		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
4	4		SARASOTA/BRADENTON	27.4	-82.55	7.315200000000001				12871	19610101.0	19811231.0		2.2		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
5	5		SARASOTA/BRADENTON	27.4	-82.55	7.315200000000001				12871	19471201.0	19610101.0		2.2		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
6	6		SARASOTA/BRADENTON	27.4	-82.56	8.5344				12871	19990318.0	99991231.0		2.4		0-20500-0-12871	WBAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0															0-20400-0-nan	CHUAN	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0															0-20600-0-nan	SCHROEDER	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0															0-20700-0-nan	WMO	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0															0-20800-0-nan	AMMA	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
0	0															0-20111-0-nan	HARA	sarasota	5.2	27.336111100000004	-82.5308333																						[27.38, 27.38]	[-82.55, -82.55]	era5.conv._2:12814	era5_2	19430308	19451130	2:12814	0-20300-0-12814	[104, 105, 106, 107]	identified
