level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0		DOTHAN (NAPIER FIELD)	31.3167	-85.45	117.0				13839	1942.0	1945.0	True	0.4		0-20300-0-13839	IGRA2	dothan	12.1	31.22305560000001	-85.3905556	USW00013839																					[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0		DOTHAN ARPT	31.32	-85.45	108.81360000000001				13839	19700101.0	19770406.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
1	1		DOTHAN ARPT	31.32	-85.45	108.81360000000001				13839	19950101.0	19950125.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
2	2		DOTHAN ARPT	31.32	-85.45	108.81360000000001				13839	19950125.0	20010627.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
3	3		DOTHAN FAA ARPT	31.32	-85.45	108.81360000000001				13839	19650208.0	19700101.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
4	4		DOTHAN ARPT	31.32	-85.45	117.9576				13839	19411101.0	19411201.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
5	5		DOTHAN ARPT	31.32	-85.45	117.9576				13839	19411201.0	19450101.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
6	6		DOTHAN ARPT	31.32	-85.45	117.04320000000001				13839	19450101.0	19451130.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
7	7		DOTHAN ARPT	31.32	-85.45	130.7592				13839	20010627.0	99991231.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
8	8		DOTHAN ARPT	31.32	-85.45	108.81360000000001				13839	19770406.0	19950101.0		0.0		0-20500-0-13839	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
9	9		DOTHAN FAA AIRPORT	31.23	-85.43	98.7552				93843	19480601.0	19520205.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
10	10		DOTHAN FAA AIRPORT	31.23	-85.43	98.4504				93843	19520205.0	19640101.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
11	11		DOTHAN FAA AIRPORT	31.23	-85.43	98.4504				93843	19640101.0	19650208.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
12	12		MUNICIPAL AP	31.23	-85.43	98.7552				93843	19400718.0	19480601.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
13	13		MUNICIPAL AP	31.23	-85.43					93843	19370201.0	19400701.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
14	14		MUNICIPAL AP	31.23	-85.43					93843	19400701.0	19400718.0		10.2		0-20500-0-93843	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
15	15		FORT RUCKER	31.46	-85.46	132.2832				53851	19980521.0	99991231.0		15.6		0-20500-0-53851	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
16	16		CAIRNS FLD FT RUCKER	31.28	-85.72	96.012				3850	19541001.0	19560101.0		26.1		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
17	17		CAIRNS FLD FT RUCKER	31.28	-85.72	92.964				3850	19560101.0	19580101.0		26.1		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
18	18		CAIRNS FLD FT RUCKER	31.28	-85.72	92.0496				3850	19580101.0	19620101.0		26.1		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
19	19		CAIRNS FLD FT RUCKER	31.28	-85.72	91.1352				3850	19620101.0	19660101.0		26.1		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
20	20		CAIRNS FLD FT RUCKER	31.27	-85.72	91.1352				3850	19660101.0	19811231.0		26.3		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
21	21		CAIRNS FLD FT RUCKER	31.27	-85.72	91.1352				3850	19811231.0	19950101.0		26.3		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
22	22		CAIRNS FLD FT RUCKER	31.27	-85.72	91.1352				3850	19950101.0	99991231.0		26.3		0-20500-0-3850	WBAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0															0-20400-0-nan	CHUAN	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0															0-20600-0-nan	SCHROEDER	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0															0-20700-0-nan	WMO	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0															0-20800-0-nan	AMMA	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
0	0															0-20111-0-nan	HARA	dothan	12.1	31.22305560000001	-85.3905556																						[31.32, 31.32]	[-85.45, -85.45]	era5.conv._2:13839	era5_2	19420401	19450131	2:13839	0-20300-0-13839	[104, 105, 106, 107]	identified
