level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		CAPE THOMPSON	68.1	-165.7667	11.0				26636	1962.0	1962.0	True	0.3		0-20300-0-26636	IGRA2	None	None	None	None	USW00026636																					[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		CAPE THOMPSON	68.1	-165.77	10.972800000000001				26636	19630430.0	19630509.0		0.4		0-20500-0-26636	WBAN	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		CAPE THOMPSON	68.1	-165.77	10.972800000000001				26636	19600430.0	19630430.0		0.4		0-20500-0-26636	WBAN	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		CAPE THOMPSON	68.1	-165.77	10.972800000000001				26636	19600401.0	19600430.0		0.4		0-20500-0-26636	WBAN	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20400-0-nan	CHUAN	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Cape Thompson, AK	68.1	-165.76	-999.0				70107				0.0		0-20600-0-70107	SCHROEDER	None	None	None	None		70107.0	2207.0	1962-03-01 00:00:00	1962-03-01 00:00:00																	[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20700-0-nan	WMO	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20800-0-nan	AMMA	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20111-0-nan	HARA	None	None	None	None																						[68.1, 68.1]	[-165.76, -165.76]	era5.conv._70107	era5_2	19620509	19621228	70107	0-20300-0-26636	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
