level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		TAMPA MACDILL FIELD	27.85	-82.5	3.7				12810	1941.0	1942.0	True	13.6		IGRA2	0-20300-0-12810	tampa	7.0	27.9472222	-82.45861109999998	USW00012810																					inconsistentCoordinates
0	0	0-20000-0-72211	TAMPA/INT., FL.	27.966666666666665	-82.53333333333333	3.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), RBCN, GSN, CLIMAT(C), GOS	27 58 00N	082 32 00W	72211	999.0	999.0	False	0.5		OSCAR	0-20000-0-72211	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
1	2	0-20000-0-74788	MACDILL AFB, FL.	27.85	-82.5		Surface land meteorological station (SYNOP), GOS	27 51 00N	082 30 00W	74788	999.0	999.0	False	13.6		OSCAR	0-20000-0-74788	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
0	0		KTPA Tampa International AP, FL (WBAN 12842)	27.97	-82.53	-999.0				72210				0.0		SCHROEDER	0-20600-0-72210	tampa	7.0	27.9472222	-82.45861109999998		72210	2375.0	1975-06-27 00:00:00	2007-03-26 00:00:00																	inconsistentCoordinates
1	1		KTPA Tampa - Main Post Office, 611 Florida Ave., Tampa, FL	27.95	-82.45	-999.0				72211				8.2		SCHROEDER	0-20600-0-72211	tampa	7.0	27.9472222	-82.45861109999998		72211	2376.0	1931-01-01 00:00:00	1972-01-04 00:00:00																	inconsistentCoordinates
0	0		TAMPA WSO AIRPORT	27.97	-82.53	10.972800000000001				12842	19480701.0	19480731.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
1	1		TAMPA INTL ARPT	27.97	-82.53	10.972800000000001				12842	19460606.0	19480701.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
2	2		TAMPA WSO AIRPORT	27.97	-82.53	12.192				12842	19800101.0	19800701.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
3	3		TAMPA WSO AIRPORT	27.97	-82.53	10.0584				12842	19750630.0	19800101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
4	4		TAMPA WSO AIRPORT	27.97	-82.53	10.0584				12842	19730101.0	19750630.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
5	5		TAMPA WSO AIRPORT	27.97	-82.53	10.0584				12842	19690101.0	19730101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
6	6		TAMPA WSO AIRPORT	27.97	-82.53	10.0584				12842	19520101.0	19690101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
7	7		TAMPA WSCMO ARPT	27.97	-82.53	12.192				12842	19800701.0	19811231.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
8	8		TAMPA WSCMO ARPT	27.97	-82.53	12.192				12842	19811231.0	19911001.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
9	9		TAMPA WSCMO ARPT	27.97	-82.53	12.192				12842	19911001.0	19950101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
10	10		TAMPA WSCMO ARPT	27.97	-82.53	12.192				12842	19950101.0	19951101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
11	11		TAMPA WSO AIRPORT	27.97	-82.53	10.972800000000001				12842	19480731.0	19520101.0		0.0		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
12	12		TAMPA DREW FLD AAF	27.98	-82.52	7.010400000000001				12806	19400801.0	19440101.0		1.5		WBAN	0-20500-0-12806	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
13	13		TAMPA WSCMO AP	27.96	-82.54	12.192				12842	19951101.0	99991231.0		1.5		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998		72211.0																				inconsistentCoordinates
14	14		TAMPA DREW FLD AAF	27.98	-82.52	7.9248				12806	19440101.0	19451231.0		1.5		WBAN	0-20500-0-12806	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
15	15		TAMPA	27.95	-82.45	10.972800000000001				92812	18920101.0	19300101.0		8.2		WBAN	0-20500-0-92812	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
16	16		TAMPA	27.95	-82.45	24.0792				92812	19300101.0	19310101.0		8.2		WBAN	0-20500-0-92812	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
17	17		TAMPA	27.95	-82.45	24.9936				92812	19310101.0	19411231.0		8.2		WBAN	0-20500-0-92812	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
18	18		TAMPA INTL ARPT	27.92	-82.45	3.048				12842	19430501.0	19460606.0		9.6		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
19	19		TAMPA INTL ARPT	27.92	-82.45	3.048				12842	19390101.0	19430501.0		9.6		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
20	20		TAMPA INTL ARPT	27.92	-82.45	2.1336				12842	19331101.0	19390101.0		9.6		WBAN	0-20500-0-12842	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
21	21		MACDILL AFB	27.85	-82.52	7.9248				12810	19950101.0	99991231.0		13.3		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998		74788.0																				inconsistentCoordinates
22	22		MACDILL AFB	27.85	-82.52	7.9248				12810	19760101.0	19811231.0		13.3		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998		74788.0																				inconsistentCoordinates
23	23		MACDILL AFB	27.85	-82.52	7.9248				12810	19811231.0	19950101.0		13.3		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998		74788.0																				inconsistentCoordinates
24	24		MACDILL AFB	27.85	-82.5	3.9624				12810	19480701.0	19660101.0		13.6		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
25	25		MACDILL AFB	27.85	-82.5	3.9624				12810	19480101.0	19480701.0		13.6		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
26	26		MACDILL AFB	27.85	-82.5	3.9624				12810	19410501.0	19480101.0		13.6		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
27	27		MACDILL AFB	27.85	-82.5	7.9248				12810	19660101.0	19760101.0		13.6		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
28	28		MACDILL AFB	27.85	-82.5	3.9624				12810	19410301.0	19410501.0		13.6		WBAN	0-20500-0-12810	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
29	29		ST PETERSBURG	27.85	-82.6	3.9624				12873	19331031.0	19360501.0		15.0		WBAN	0-20500-0-12873	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
30	30		ST PETERSBURG	27.85	-82.6	3.9624				12873	19360630.0	19390301.0		15.0		WBAN	0-20500-0-12873	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
31	31		ST PETERSBURG	27.85	-82.6	3.9624				12873	19390301.0	19420630.0		15.0		WBAN	0-20500-0-12873	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
32	32		ST PETERSBURG	27.85	-82.6	3.9624				12873	19310801.0	19331031.0		15.0		WBAN	0-20500-0-12873	tampa	7.0	27.9472222	-82.45861109999998																						inconsistentCoordinates
