level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		WENDOVER/AF. AUX. F	40.733	-114.033	1292.0				72581	1944.0	1975.0	True	4.6		IGRA2	0-20300-0-72581	elko	144.2	40.8325	-115.7622222	USM00072581																					inconsistentCoordinates
0	0	0-20000-0-72581	WENDOVER/AF. AUX. FIELD, UT.	40.733333333333334	-114.03333333333333	1292.0	Surface land meteorological station (SYNOP), GOS	40 44 00N	114 02 00W	72581	999.0	999.0	False	4.7		OSCAR	0-20000-0-72581	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
0	0		Wendover Air Force Base, UT (WBAN=24111)	40.72	-114.06	-999.0				72581				5.5		SCHROEDER	0-20600-0-72581	elko	144.2	40.8325	-115.7622222		72581	2607.0	1945-03-01 00:00:00	1949-01-01 00:00:00																	inconsistentCoordinates
0	0		WENDOVER AWOS	40.72	-114.03	1291.4376				24193	19911001.0	19950101.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
1	1		WENDOVER WSMO	40.72	-114.03	1292.9616				24193	19721201.0	19721231.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
2	2		WENDOVER AWOS	40.72	-114.03	1291.4376				24193	19950101.0	19990101.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
3	3		WENDOVER AUTOB	40.72	-114.03	1292.9616				24193	19761116.0	19820401.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
4	4		WENDOVER AUTOB	40.72	-114.03	1291.4376				24193	19820401.0	19910919.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
5	5		WENDOVER AUTOB	40.72	-114.03	1291.4376				24193	19910919.0	19911001.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
6	6		WENDOVER WSMO	40.72	-114.03	1292.9616				24193	19721231.0	19761116.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
7	7		WENDOVER WSO AIRPORT	40.72	-114.03	1292.9616				24193	19720101.0	19721201.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
8	8		WENDOVER WSO AIRPORT	40.72	-114.03	1292.9616				24193	19590915.0	19720101.0		3.4		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
9	9		WENDOVER AWOS	40.72	-114.04	1291.4376				24193	19990101.0	99991231.0		4.0		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
10	10		WENDOVER WSO AIRPORT	40.73	-114.03	1292.0472				24193	19480701.0	19480731.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
11	11		WENDOVER WSO AIRPORT	40.73	-114.03	1292.0472				24193	19480731.0	19500101.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
12	12		WENDOVER WSO AIRPORT	40.73	-114.03	1292.0472				24193	19500101.0	19590101.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
13	13		WENDOVER DARBY AFB	40.73	-114.03	1292.0472				24111	19480701.0	19491130.0		4.2		WBAN	0-20500-0-24111	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
14	14		WENDOVER DARBY AFB	40.73	-114.03	1292.0472				24111	19420801.0	19480101.0		4.2		WBAN	0-20500-0-24111	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
15	15		WENDOVER DARBY AFB	40.73	-114.03	1292.0472				24111	19480101.0	19480701.0		4.2		WBAN	0-20500-0-24111	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
16	16		WENDOVER AF AUX FLD	40.73	-114.03	1292.0472				24193	19421130.0	19480701.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
17	17		WENDOVER AF AUX FLD	40.73	-114.03	1292.0472				24193	19300301.0	19421130.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
18	18		WENDOVER DARBY AFB	40.73	-114.03	1292.9616				24111	19561101.0	19571031.0		4.2		WBAN	0-20500-0-24111	elko	144.2	40.8325	-115.7622222																						inconsistentCoordinates
19	19		WENDOVER WSO AIRPORT	40.73	-114.03	1292.9616				24193	19590101.0	19590915.0		4.2		WBAN	0-20500-0-24193	elko	144.2	40.8325	-115.7622222		72581.0																				inconsistentCoordinates
0	0		WENDOVER/USAF AUXILIARY  	40.73333333333333	-114.03333333333332	-999.0				72581				4.7		WMO	0-20700-0-72581	elko	144.2	40.8325	-115.7622222		72581	3058.0																			inconsistentCoordinates
