level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		TOPOLOBAMPO	25.617	-109.05	12.0				76370	2005.0	2006.0	True	20.9		0-20300-0-76370	IGRA2	los mochis	13.9	25.766667	-108.966667	MXM00076370																					[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20500-0-nan	WBAN	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20400-0-nan	CHUAN	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Los Mochis, Sinaloa, Mexico	25.8	-108.99	-999.0				76361				11.0		0-20600-0-76361	SCHROEDER	los mochis	13.9	25.766667	-108.966667		76361.0	3304.0	1990-07-10 00:00:00	2000-03-01 00:00:00																	[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		"(made up station ID) ""MLMM"" Los Mochis (Topolobampo AP NAME radiosonde site), Sinaloa, Mexico"	25.69	-109.08	-999.0				76371				12.4		0-20600-0-76371	SCHROEDER	los mochis	13.9	25.766667	-108.966667		76371.0	3306.0	2004-07-06 00:00:00	2004-07-06 00:00:00																	[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Los Mochis (Topolobampo - Estacion de Investigacion Oceanografica) PACS-SONET pibal site (operated by SMAM = Secretaria de Marina Armada de Mexico [Mexican Navy]), Sinaloa, Mexico	25.62	-109.05	-999.0				76370				20.6		0-20600-0-76370	SCHROEDER	los mochis	13.9	25.766667	-108.966667		76370.0	3305.0	2002-05-01 00:00:00	2002-05-01 00:00:00																	[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20700-0-nan	WMO	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20800-0-nan	AMMA	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20111-0-nan	HARA	los mochis	13.9	25.766667	-108.966667																						[25.8, 25.8]	[-109.1, -109.1]	era5.conv._76361	era5_2	19630228	19650311	76361	0-20300-0-76370	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
