level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
1	1		NEW ORLEANS (AAB)	30.0333	-90.0333	2.7				13943	1942.0	1943.0	True	28.0		IGRA2	0-20300-0-13943	chalmette	21.0	29.9425	-89.9633333	USW00013943																					inconsistentCoordinates
0	0		NEW ORLEANS	29.98	-90.25	3.0				72231	1926.0	1950.0	True	48.3		IGRA2	0-20300-0-72231	chalmette	21.0	29.9425	-89.9633333	USM00072231																					inconsistentCoordinates
0	0	0-20000-0-72231	NEW ORLEANS/MOISANT INT., LA.	29.983333333333334	-90.25	9.0	Climatological station, Surface land meteorological station (SYNOP), GSN, RBSN(S), CLIMAT(C), RBCN, GOS	29 59 00N	090 15 00W	72231	999.0	999.0	False	48.3		OSCAR	0-20000-0-72231	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
0	0		NEW ORLEANS MENEFEE	29.96	-90.0	1.524				12916	19320301.0	19340330.0		24.2		WBAN	0-20500-0-12916	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
1	1		NEW ORLEANS AAB	30.03	-90.03	2.7432000000000003				13943	19420901.0	19440228.0		27.6		WBAN	0-20500-0-13943	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
2	2		NEW ORLEANS AP	30.03	-90.03	1.8288000000000002				53917	19460501.0	19530630.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
3	3		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	1.8288000000000002				53917	19530630.0	19610712.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
4	4		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	1.8288000000000002				53917	19610712.0	19630611.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
5	5		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	1.8288000000000002				53917	19630611.0	19670401.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
6	6		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	1.8288000000000002				53917	19670401.0	19850801.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
7	7		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	1.8288000000000002				53917	19850801.0	19850803.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
8	8		NEW ORLEANS LAKEFRNT AP	30.03	-90.03	3.9624				53917	19850803.0	19910701.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
9	9		NEW ORLEANS LAKEFRONT AP	30.03	-90.03	3.9624				53917	19910701.0	19950101.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
10	10		NEW ORLEANS LAKEFRONT AP	30.03	-90.03	3.9624				53917	19950101.0	19980812.0		27.6		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
11	11		NEW ORLEANS LAKEFRNT AP	30.04	-90.03	1.8288000000000002				12916	19340330.0	19360415.0		27.8		WBAN	0-20500-0-12916	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
12	12		NEW ORLEANS AP	30.04	-90.03	9.144				12916	19451001.0	19460501.0		27.8		WBAN	0-20500-0-12916	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
13	13		NEW ORLEANS LAKEFRNT AP	30.04	-90.03	9.144				12916	19360415.0	19451001.0		27.8		WBAN	0-20500-0-12916	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
14	14		NEW ORLEANS LAKEFRONT AP	30.04	-90.03	2.7432000000000003				53917	19980812.0	20040514.0		27.8		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
15	15		NEW ORLEANS LAKEFRONT AP	30.05	-90.03	2.7432000000000003				53917	20040616.0	20050829.0		28.1		WBAN	0-20500-0-53917	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
16	16		NEW ORLEANS CALLENDER FIELD	29.83	-90.0	1.2192				12942	19470401.0	19560601.0		29.3		WBAN	0-20500-0-12942	chalmette	21.0	29.9425	-89.9633333																						inconsistentCoordinates
0	0		NEW ORLEANS, LOUISIANA   	29.98333333333333	-90.25	-999.0				72231				48.3		WMO	0-20700-0-72231	chalmette	21.0	29.9425	-89.9633333		72231	2183.0																			inconsistentCoordinates
