level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		Broken Arrow	36.03	-95.82	228				5076	-999-999	-999-999		10.6		CHUAN	0-20400-0-5076	owasso	8.7	36.2694444	-95.8544444		-999																				inconsistentCoordinates
1	1		Broken Arrow	36.03	-95.82	228				5077	-999-999	-999-999		10.6		CHUAN	0-20400-0-5077	owasso	8.7	36.2694444	-95.8544444		-999																				inconsistentCoordinates
2	2		Broken Arrow	36.03	-95.82	228				6075	-999-999	-999-999		10.6		CHUAN	0-20400-0-6075	owasso	8.7	36.2694444	-95.8544444		-999																				inconsistentCoordinates
3	4		Broken Arrow	36.03	-95.82	233				4888	-999-999	-999-999		10.6		CHUAN	0-20400-0-4888	owasso	8.7	36.2694444	-95.8544444		-999																				inconsistentCoordinates
1	1		BROKEN ARROW	36.0833	-95.7833	235.0				03955	1918	1931	True	10.7		IGRA2	0-20300-0-03955	owasso	8.7	36.2694444	-95.8544444	USW00003955																					inconsistentCoordinates
0	0		TULSA INTL ARPT(AW)	36.2	-95.883	195.0				72356	1931	1975	True	11.2		IGRA2	0-20300-0-72356	owasso	8.7	36.2694444	-95.8544444	USM00072356																					inconsistentCoordinates
0	0	0-20000-0-72356	TULSA/INT., OK.	36.2	-95.88333333333334	195.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	36 12 00N	095 53 00W	72356	999	999	False	11.2		OSCAR	0-20000-0-72356	owasso	8.7	36.2694444	-95.8544444																						inconsistentCoordinates
0	0		(assigned station ID) Broken Arrow kite station, OK	36.03	-95.82	-999				72356				10.6		SCHROEDER	0-20600-0-72356	owasso	8.7	36.2694444	-95.8544444		72356	2477.0	1918-08-16 00:00:00	1963-04-15 00:00:00																	inconsistentCoordinates
0	0		BROKEN ARROW 2 SE	36.07	-95.8	228.90480000000002				3955	19680101	19680131		9.6		WBAN	0-20500-0-3955	owasso	8.7	36.2694444	-95.8544444																						inconsistentCoordinates
1	1		BROKEN ARROW 2 SW	36.07	-95.8	228.90480000000002				3955	19680131	19690101		9.6		WBAN	0-20500-0-3955	owasso	8.7	36.2694444	-95.8544444																						inconsistentCoordinates
