level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
0	0															0-20300-0-nan	IGRA2	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
0	0		MEMPHIS NAS	35.35	-89.87	89.91600000000001				93839.0	19950101.0	99991231.0		0.0		0-20500-0-93839	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
1	1		MEMPHIS NAS	35.35	-89.87	89.91600000000001				93839.0	19490701.0	19950101.0		0.0		0-20500-0-93839	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
2	2		MEMPHIS NAS	35.35	-89.87	89.91600000000001				93839.0	19421101.0	19460731.0		0.0		0-20500-0-93839	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
3	3		MEMPHIS NAS	35.35	-89.87	89.91600000000001				93839.0	19460731.0	19490701.0		0.0		0-20500-0-93839	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
4	4		MEMPHIS	35.34	-89.87	85.95360000000001				93839.0	19950119.0	99991231.0		1.1		0-20500-0-93839	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
5	5		MEMPHIS WSFO	35.13	-89.8	94.488				53828.0	20001001.0	20010313.0		25.2		0-20500-0-53828	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
6	6		MEMPHIS WFO	35.13	-89.8	94.488				53828.0	20050501.0	99991231.0		25.2		0-20500-0-53828	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
7	7		MEMPHIS WFO	35.13	-89.8	94.488				53828.0	20010313.0	20050501.0		25.2		0-20500-0-53828	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
8	8		MEMPHIS WSFO	35.13	-89.8	94.488				53828.0	19870701.0	20001001.0		25.2		0-20500-0-53828	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
9	9		MEMPHIS WB CITY	35.15	-90.05	96.012				93916.0	19480831.0	19500228.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
10	10		MEMPHIS WB CITY	35.15	-90.05	96.012				93916.0	19480801.0	19480831.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
11	11		MEMPHIS POST OFFICE BLDG	35.15	-90.05	117.04320000000001				93916.0	19650601.0	19650831.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
12	12		MEMPHIS POST OFFICE BLDG	35.15	-90.05	117.04320000000001				93916.0	19641231.0	19650601.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
13	13		MEMPHIS POST OFFICE BLDG	35.15	-90.05	117.04320000000001				93916.0	19641201.0	19641231.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
14	14		MEMPHIS	35.15	-90.05	96.012				93916.0	19320101.0	19480801.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
15	15		MEMPHIS	35.15	-90.05	96.012				93916.0	19300701.0	19311031.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
16	16		MEMPHIS	35.15	-90.05	96.012				93916.0	19291231.0	19300701.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
17	17		MEMPHIS	35.15	-90.05	96.012				93916.0	19050101.0	19291231.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
18	18		MEMPHIS	35.15	-90.05	121.92				93916.0	18950101.0	19050101.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
19	19		MEMPHIS	35.15	-90.05	100.8888				93916.0	18910101.0	18950101.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
20	20		MEMPHIS	35.15	-90.05	106.9848				93916.0	18891101.0	18910101.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
21	21		MEMPHIS	35.15	-90.05	96.012				93916.0	19311031.0	19320101.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
22	22		MEMPHIS WB CITY	35.15	-90.05	96.012				93916.0	19510101.0	19571231.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
23	23		MEMPHIS WB CITY	35.15	-90.05	96.012				93916.0	19500228.0	19510101.0		27.6		0-20500-0-93916	WBAN	millington	2.7	35.3413889	-89.8972222																						[35.35, 35.35]	[-89.87, -89.87]	era5.conv._2:93839	era5_2	19421201	19570930	2:93839	0-20500-0-93839	[104, 105, 106, 107]	identified
