level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
0	0		THERMAL (AAF)	33.6333	-116.1667	35.1				23132	1943.0	1944.0	True	1.5		0-20300-0-23132	IGRA2	coachella	6.7	33.6802778	-116.17305559999998	USW00023132																					[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
0	0		THERMAL NAF	33.62	-116.17	-35.9664				93120	19450301.0	19450731.0		0.0		0-20500-0-93120	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
1	1		THERMAL CAA AIRPORT	33.63	-116.17	-35.052				3104	19500501.0	19590101.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
2	2		THERMAL AAF	33.63	-116.17	-35.052				23132	19430701.0	19450228.0		1.1		0-20500-0-23132	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
3	3		THERMAL FAA AIRPORT	33.63	-116.17	-34.1376				3104	19950101.0	20000119.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
4	4		THERMAL FAA AIRPORT	33.63	-116.17	-34.1376				3104	19900312.0	19950101.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
5	5		THERMAL FAA AIRPORT	33.63	-116.17	-34.1376				3104	19820101.0	19900312.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
6	6		THERMAL FAA AIRPORT	33.63	-116.17	-34.1376				3104	19710101.0	19811231.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
7	7		THERMAL FAA AIRPORT	33.63	-116.17	-35.052				3104	19690101.0	19710101.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
8	8		THERMAL FAA AIRPORT	33.63	-116.17	-35.052				3104	19600101.0	19690101.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
9	9		THERMAL FAA AIRPORT	33.63	-116.17	-35.052				3104	19590101.0	19600101.0		1.1		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
10	10		THERMAL FCWOS	33.63	-116.16	-53.949600000000004				3104	20001011.0	20020816.0		1.4		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
11	11		THERMAL FCWOS	33.64	-116.16	-34.1376				3104	20000119.0	20001011.0		2.4		0-20500-0-3104	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
12	12		INDIO COACHELLA	33.68	-116.17	-20.1168				23172	19420101.0	19480701.0		6.7		0-20500-0-23172	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
13	13		INDIO	33.68	-116.17	-19.2024				3105	19310101.0	19310501.0		6.7		0-20500-0-3105	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
14	14		COACHELLA INDIO CAA	33.68	-116.17	-20.1168				23172	19480731.0	19500531.0		6.7		0-20500-0-23172	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
15	15		COACHELLA INDIO CAA	33.68	-116.17	-20.1168				23172	19480701.0	19480731.0		6.7		0-20500-0-23172	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
16	16		INDIO	33.68	-116.17	-19.2024				3105	19310501.0	19380331.0		6.7		0-20500-0-3105	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
17	17		INDIO COACHELLA	33.68	-116.17	-18.8976				23172	19380401.0	19420101.0		6.7		0-20500-0-23172	WBAN	coachella	6.7	33.6802778	-116.17305559999998																						[33.62, 33.62]	[-116.17, -116.17]	era5.conv._2:93120	era5_2	19450307	19450613	2:93120	0-20300-0-23132	[104, 105, 106, 107]	identified
