level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-61641	DAKAR/YOFF	14.73	-17.5	24.49	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(ST), GSN, GOS, CLIMAT(C), GUAN, RBCN	14 43 48N	017 30 00W	61641	999.0	999.0	True	10.0		OSCAR	0-20000-0-61641	dakar	0.9	14.670833300000002	-17.438055600000002																						[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		DAKAR/YOFF	14.73	-17.5	24.5				61641	1940.0	2018.0	True	10.0		IGRA2	0-20300-0-61641	dakar	0.9	14.670833300000002	-17.438055600000002	SGM00061641																					[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		DAKAR MALLARD FIELD	14.75	-17.5	21.031200000000002				11103	19431201.0	19461231.0		11.6		WBAN	0-20500-0-11103	dakar	0.9	14.670833300000002	-17.438055600000002																						[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		DAKAR EKNES FIELD	14.72	-17.23	22.250400000000003				11101	19430201.0	19440531.0		22.2		WBAN	0-20500-0-11101	dakar	0.9	14.670833300000002	-17.438055600000002																						[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															CHUAN	0-20400-0-nan	dakar	0.9	14.670833300000002	-17.438055600000002																						[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Dakar - Ouakam AP, Senegal	14.67	-17.43	-999.0				61642				0.0		SCHROEDER	0-20600-0-61642	dakar	0.9	14.670833300000002	-17.438055600000002		61642	1868.0	1949-04-01 00:00:00	1949-04-01 00:00:00																	[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		GOOY Dakar (Yoff - Leopold Sedar Senghor AP), Senegal	14.73	-17.5	-999.0				61641				10.0		SCHROEDER	0-20600-0-61641	dakar	0.9	14.670833300000002	-17.438055600000002		61641	1867.0	1976-08-03 00:00:00	2006-08-19 00:00:00																	[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		DAKAR/YOFF               	14.733333333333333	-17.5	28.0				61641				10.3		WMO	0-20700-0-61641	dakar	0.9	14.670833300000002	-17.438055600000002		61641	1879.0																			[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		DAKAR/YOFF	14.73	-17.5	24.0				61641			True	10.0		AMMA	0-20800-0-61641	dakar	0.9	14.670833300000002	-17.438055600000002		61641	6.0			X	X	2.0	2.0	2.0	DII (RS92)	89.0	100.0	20060101.0	20061231.0	61641_amma.csv	14.73	-17.5				[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	dakar	0.9	14.670833300000002	-17.438055600000002																						[14.67, 14.67]	[-17.43, -17.43]	era5.conv._1:61642	era5_2	19490421	19690827	1:61642	0-20000-0-61641	[38, 85, 104, 105, 106, 107, 117]	identified
