level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-82900	RECIFE (82900-0)	-8.05	-34.916666666666664	7.0	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(T), CLIMAT(C), GOS, RBCN	08 03 00S	034 55 00W	82900	999	999	True	4.6		OSCAR	0-20000-0-82900	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
1	1	0-20000-0-82899	RECIFE (AERO)	-8.066666666666666	-34.85	19.0	Surface land meteorological station (SYNOP), RBSN(S), GOS	08 04 00S	034 51 00W	82899	999	999	False	3.3		OSCAR	0-20000-0-82899	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
2	3	0-20000-0-81958	RECIFE (81958-0)	-8.05	-34.95	11.5	Surface land meteorological station (SYNOP), GOS	08 03 00S	034 57 00W	81958	999	999	False	8.0		OSCAR	0-20000-0-81958	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		RECIFE	-8.05	-34.9167	7.0				82900	1952	2019	True	4.6		IGRA2	0-20300-0-82900	recife	3.1	-8.05	-34.9	BRM00082900																					[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		RECIFE	-8.12	-34.92	9.144				50303	19430801	19660930		7.1		WBAN	0-20500-0-50303	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		RECIFE FAW 16	-8.12	-34.92	10.0584				50309	19431201	19440731		7.1		WBAN	0-20500-0-50309	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Olinda	-8.02	-34.85	7				5262	-999-999	-999-999		6.4		CHUAN	0-20400-0-5262	recife	3.1	-8.05	-34.9		-999																				[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Recife - Curado, Brazil	-8.07	-34.85	-999				82900				3.3		SCHROEDER	0-20600-0-82900	recife	3.1	-8.05	-34.9		82900	3500.0	1974-06-04 00:00:00	2003-09-30 00:00:00																	[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		Recife, Brazil	-8.13	-34.92	-999				82899				8.0		SCHROEDER	0-20600-0-82899	recife	3.1	-8.05	-34.9		82899	3499.0	1952-07-01 00:00:00	1952-07-01 00:00:00																	[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		RECIFE                   	-8.05	-34.916666666666664	9.0				82900				4.6		WMO	0-20700-0-82900	recife	3.1	-8.05	-34.9		82900	2429.0																			[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	recife	3.1	-8.05	-34.9																						[-8.07, -8.07]	[-34.88, -34.88]	era5.conv._1:82900	era5_2	19720803	19731230	1:82900	0-20000-0-82900	[38, 85, 104, 105, 106, 107, 117]	identified
