level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		Los Angeles	34.05	-118.25	127				5214	-999-999	-999-999		29.8		CHUAN	0-20400-0-5214	san fernando	8.9	34.28194439999999	-118.43805559999998		-999																				inconsistentCoordinates
0	0			0.0	0.0					23130			True	12602.1		HARA	0-20111-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998		23130																		6.0	61,65	inconsistentCoordinates
0	0		BURBANK	34.2	-118.3667	221.0				23152	1931	1947	True	12.5		IGRA2	0-20300-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998	USW00023152																					inconsistentCoordinates
1	1		GLENDALE	34.1667	-118.3	152.1				93130	1929	1931	True	19.4		IGRA2	0-20300-0-93130	san fernando	8.9	34.28194439999999	-118.43805559999998	USW00093130																					inconsistentCoordinates
0	0	0-20000-0-72288	BURBANK, CA	34.20055555555556	-118.35749999999999		Surface land meteorological station (SYNOP), GOS	34 12 02N	118 21 27W	72288	999	999	False	13.3		OSCAR	0-20000-0-72288	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
0	0		(made up station ID) Northridge - California State University, CA	34.24	-118.52	-999				73173				2.9		SCHROEDER	0-20600-0-73173	san fernando	8.9	34.28194439999999	-118.43805559999998		73173	2778.0	1984-08-05 00:00:00	1984-08-05 00:00:00																	inconsistentCoordinates
1	1		(made up station ID) KWHP Whiteman AP, CA - profilers (operated by Sonoma Technology Incorporated for South Coast Air Quality Management District)	34.2615	-118.4123	-999				73292				9.3		SCHROEDER	0-20600-0-73292	san fernando	8.9	34.28194439999999	-118.43805559999998		73292	2811.0	2007-05-01 00:00:00	2008-11-18 00:00:00																	inconsistentCoordinates
2	2		[BU] Burbank - United AP, CA	34.2	-118.37	-999				72288				12.2		SCHROEDER	0-20600-0-72288	san fernando	8.9	34.28194439999999	-118.43805559999998		72288	2435.0	1931-09-21 00:00:00	1938-07-01 00:00:00																	inconsistentCoordinates
3	3		(made up station ID) University of California at Los Angeles (UCLA), CA*** !! very approximate locatio	34.07	-118.45	-999				73294				17.3		SCHROEDER	0-20600-0-73294	san fernando	8.9	34.28194439999999	-118.43805559999998		73294	2812.0	1943-07-06 00:00:00	1981-09-15 00:00:00																	inconsistentCoordinates
4	4		(made up station ID) Los Angeles - Westwood, CA (WBAN=23124)	34.07	-118.43	-999				72294				17.8		SCHROEDER	0-20600-0-72294	san fernando	8.9	34.28194439999999	-118.43805559999998		72294	2441.0	1944-10-01 00:00:00	1944-10-01 00:00:00																	inconsistentCoordinates
5	5		(made up station ID) Rocketdyne Santa Susana Field Lab (SSFL), CA - SCCCAMP wind profiler	34.23	-118.71	-999				74952				19.4		SCHROEDER	0-20600-0-74952	san fernando	8.9	34.28194439999999	-118.43805559999998		74952	3234.0	1985-09-03 00:00:00	1985-09-03 00:00:00																	inconsistentCoordinates
6	6		(made up station ID) Los Angeles - Loyola Marymount University, CA	33.97	-118.42	-999				73198				28.7		SCHROEDER	0-20600-0-73198	san fernando	8.9	34.28194439999999	-118.43805559999998		73198	2795.0	1985-09-03 00:00:00	1985-09-03 00:00:00																	inconsistentCoordinates
7	7		(made up station ID) Los Angeles - Cowan Ave. Nature Center, CA	33.97	-118.41	-999				73174				28.9		SCHROEDER	0-20600-0-73174	san fernando	8.9	34.28194439999999	-118.43805559999998		73174	2779.0	1984-08-05 00:00:00	1984-08-05 00:00:00																	inconsistentCoordinates
0	0		VAN NUYS AIRPORT	34.22	-118.5	242.0112				23130	19421201	19461031		0.0		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
1	1		VAN NUYS AIRPORT	34.22	-118.5	240.4872				23130	19480501	19500531		0.0		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
2	2		VAN NUYS AIRPORT	34.21	-118.49	243.5352				23130	19980526	99991231		1.4		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
3	3		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19680115	19950101		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
4	4		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19620101	19620815		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
5	5		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19611026	19620101		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
6	6		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19610626	19611026		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
7	7		VAN NUYS AIRPORT	34.22	-118.48	234.696				23130	19520701	19540707		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
8	8		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19620815	19680115		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
9	9		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19950101	19980526		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
10	10		UPPER VAN NORMAN SOL	34.3	-118.48	370.9416				3155	19660801	19700831		9.1		WBAN	0-20500-0-3155	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
11	11		PACOIMA WHITEMAN AP	34.26	-118.41	315.7728				53130	20020822	99991231		9.4		WBAN	0-20500-0-53130	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
12	12		BURBANK-GLEN-PAS AP	34.2	-118.37	220.98000000000002				23152	19310401	19391201		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
13	13		BURBANK-GLEN-PAS AP	34.2	-118.37	213.0552				23152	19670101	19700101		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
14	14		BURBANK-GLEN-PAS AP	34.2	-118.37	225.85680000000002				23152	19930101	19950101		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
15	15		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19660901	19660928		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
16	16		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19391231	19660901		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
17	17		BURBANK WB AIRPORT	34.2	-118.37	220.98000000000002				23152	19391201	19391231		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
18	18		BURBANK-GLEN-PAS AP	34.2	-118.37	225.85680000000002				23152	19950101	19980522		12.2		WBAN	0-20500-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998																						inconsistentCoordinates
