level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-58965	TAOYUAN	25.05	121.21666666666667		Surface land meteorological station (SYNOP), GOS	25 03 00N	121 13 00E	58965	999.0	999.0	False	0.3		OSCAR	0-20000-0-58965	taoyuan	11.1	24.9869444	121.3055556																						[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0		TAOYUAN AB	25.067	121.233	45.0				46697	1955.0	1984.0	True	2.3		IGRA2	0-20300-0-46697	taoyuan	11.1	24.9869444	121.3055556	TWM00046697																					[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0															WBAN	0-20500-0-nan	taoyuan	11.1	24.9869444	121.3055556																						[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0															CHUAN	0-20400-0-nan	taoyuan	11.1	24.9869444	121.3055556																						[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0		RCTP Taipei / Taibei (Taoyuan - Chiang Kai Shek AP), Taiwan	25.05	121.22	-999.0				58965				0.0		SCHROEDER	0-20600-0-58965	taoyuan	11.1	24.9869444	121.3055556		58965	1730.0	1973-01-01 00:00:00	1982-11-02 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
1	1		Chungli - National Central University, Taiwan - TAMEX pibals and radiosondes	24.968	121.186	-999.0				46715				9.7		SCHROEDER	0-20600-0-46715	taoyuan	11.1	24.9869444	121.3055556		46715	1231.0	1987-05-01 00:00:00	1987-06-08 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
2	2		(made up station ID) Chung-Li National Central University lidar, Taiwan	24.967	121.186	-999.0				58978				9.8		SCHROEDER	0-20600-0-58978	taoyuan	11.1	24.9869444	121.3055556		58978	1735.0	1993-07-01 00:00:00	1993-07-01 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
3	3		(made up station ID) Chung-Li National Central University ISS 915 MHz wind profiler, Taiwan	24.967	121.186	-999.0				58977				9.8		SCHROEDER	0-20600-0-58977	taoyuan	11.1	24.9869444	121.3055556		58977	1734.0	1993-12-01 00:00:00	1993-12-01 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
4	4		(made up station ID) Chung-Li National Central University ISS radiosondes, Taiwan	24.9675	121.1856	-999.0				58976				9.8		SCHROEDER	0-20600-0-58976	taoyuan	11.1	24.9869444	121.3055556		58976	1733.0	1993-12-01 00:00:00	1993-12-01 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
5	5		(made up station ID) Taipei / Taibei (Banciao / Penchiao / Pan Chiao / Panchiao - Central Weather Bureau), Taiwan - TAMEX radiosondes	24.998	121.442	-999.0				46685				23.1		SCHROEDER	0-20600-0-46685	taoyuan	11.1	24.9869444	121.3055556		46685	1225.0	1987-06-02 00:00:00	1987-06-02 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
6	6		(made up station ID) Taipei / Taibei (Banciao / Penchiao / Pan Chiao / Panchiao - Central Weather Bureau) ozonesondes, Taiwan	24.998	121.442	-999.0				46693				23.1		SCHROEDER	0-20600-0-46693	taoyuan	11.1	24.9869444	121.3055556		46693	1229.0	1991-05-01 00:00:00	1993-07-29 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
7	7		(made up station ID) Taipei / Taibei (Banciao / Penchiao / Pan Chiao / Panchiao) radiosondes, Taiwan	25.01	121.45	-999.0				58970				23.6		SCHROEDER	0-20600-0-58970	taoyuan	11.1	24.9869444	121.3055556		58970	1732.0	9999999	9999999																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
8	8		Tanshui, Taiwan - TAMEX pibals	25.17	121.43	-999.0				46690				25.0		SCHROEDER	0-20600-0-46690	taoyuan	11.1	24.9869444	121.3055556		46690	1227.0	1987-05-01 00:00:00	1987-05-01 00:00:00																	[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0		TAOYUAN                  	25.05	121.21666666666668	-999.0				58965				0.3		WMO	0-20700-0-58965	taoyuan	11.1	24.9869444	121.3055556		58965	498.0																			[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0															AMMA	0-20800-0-nan	taoyuan	11.1	24.9869444	121.3055556																						[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
0	0															HARA	0-20111-0-nan	taoyuan	11.1	24.9869444	121.3055556																						[25.05, 25.05]	[121.22, 121.22]	era5.conv._9:3969	era5_2	19560401	19630331	9:3969	0-20000-0-58965	[85, 117]	identified
