level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		TOLEDO EXPRESS	41.6	-83.8	211.0				72536	1939.0	1974.0	True	27.7		IGRA2	0-20300-0-72536	oregon	8.3	41.6436111	-83.4869444	USM00072536																					inconsistentCoordinates
0	0	0-20000-0-72536	TOLEDO/EXPRESS, OH.	41.6	-83.8	211.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	41 36 00N	083 48 00W	72536	999.0	999.0	False	27.7		OSCAR	0-20000-0-72536	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
0	0		KTDZ [TL] Toledo - Metcalf Field, OH (WBAN=14849 or 13849)	41.57	-83.47	-999.0				72536				0.0		SCHROEDER	0-20600-0-72536	oregon	8.3	41.6436111	-83.4869444		72536	2587.0	1944-01-04 00:00:00	1944-01-04 00:00:00																	inconsistentCoordinates
0	0		TOLEDO WB AIRPORT	41.57	-83.47	193.8528				14849	19480101.0	19550131.0		0.0		WBAN	0-20500-0-14849	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
1	1		TOLEDO METCALF FIELD	41.57	-83.47	194.1576				14849	19390101.0	19480101.0		0.0		WBAN	0-20500-0-14849	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
2	2		TOLEDO METCALF FIELD	41.57	-83.47	190.5				14849	19340101.0	19390101.0		0.0		WBAN	0-20500-0-14849	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
3	3		TOLEDO METCALF FIELD	41.57	-83.47	190.5				14849	19300101.0	19340101.0		0.0		WBAN	0-20500-0-14849	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
4	4		TOLEDO METCALF FIELD	41.57	-83.47	190.5				14849	19291201.0	19300101.0		0.0		WBAN	0-20500-0-14849	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
5	5		TOLEDO METCALF FIELD	41.56	-83.48	189.5856				4848	19971217.0	99991231.0		1.4		WBAN	0-20500-0-4848	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
6	6		TOLEDO BLADE	41.65	-83.53	191.1096				14889	18880801.0	18910101.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
7	7		TOLEDO BLADE	41.65	-83.53	191.1096				14889	18910101.0	19480101.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
8	8		TOLEDO BLADE	41.65	-83.53	191.1096				14889	19491031.0	19500101.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
9	9		TOLEDO BLADE	41.65	-83.53	191.1096				14889	19480101.0	19480131.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
10	10		TOLEDO BLADE	41.65	-83.53	191.1096				14889	19480131.0	19481231.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
11	11		TOLEDO BLADE	41.65	-83.53	191.1096				14889	19481231.0	19490701.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
12	12		TOLEDO BLADE	41.65	-83.53	191.1096				14889	19490701.0	19491001.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
13	13		TOLEDO BLADE	41.65	-83.53	182.88				14889	19500101.0	19500210.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
14	14		TOLEDO BLADE	41.65	-83.53	182.88				14889	19500210.0	19820101.0		10.2		WBAN	0-20500-0-14889	oregon	8.3	41.6436111	-83.4869444																						inconsistentCoordinates
