level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-72772	HELENA/COUNTY-CITY,  MT.	46.6	-112.0	1188.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), GSN, RBCN, CLIMAT(C)	46 36 00N	112 00 00W	72772	999.0	999.0	False	0.0		OSCAR	0-20000-0-72772	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
0	0															IGRA2	0-20300-0-nan	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
0	0		HELENA WB AP	46.6	-112.0	1188.1104				24144	19631201.0	19641201.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
1	1		HELENA WSO	46.6	-112.0	1187.5008				24144	19931213.0	19941101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
2	2		HELENA WSO	46.6	-112.0	1187.8056000000001				24144	19930921.0	19931213.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
3	3		HELENA WSO	46.6	-112.0	1188.1104				24144	19811231.0	19930921.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
4	4		HELENA WSO	46.6	-112.0	1188.1104				24144	19790508.0	19811231.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
5	5		HELENA WB AP	46.6	-112.0	1188.1104				24144	19480101.0	19631201.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
6	6		HELENA WB AP	46.6	-112.0	1188.1104				24144	19690101.0	19730101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
7	7		HELENA WB AP	46.6	-112.0	1188.1104				24144	19641201.0	19690101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
8	8		HELENA WB AP	46.6	-112.0	1188.1104				24144	19730101.0	19790508.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
9	9		HELENA RGNL AP	46.6	-112.0	1188.1104				24144	19310101.0	19351101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
10	10		HELENA RGNL AP	46.6	-112.0	1188.1104				24144	19400101.0	19480101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
11	11		HELENA RGNL AP	46.6	-112.0	1188.1104				24144	19361120.0	19400101.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
12	12		HELENA RGNL AP	46.6	-112.0	1188.1104				24144	19351101.0	19361120.0		0.0		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
13	13		HELENA	46.58	-112.03	1257.9096				94104	18810101.0	18840101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
14	14		HELENA	46.58	-112.03	1256.0808				94104	18920701.0	18940101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
15	15		HELENA	46.58	-112.03	1256.9952				94104	18940101.0	19040101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
16	16		HELENA	46.58	-112.03	1257.9096				94104	19040101.0	19120101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
17	17		HELENA	46.58	-112.03	1260.0432				94104	19120101.0	19281231.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
18	18		HELENA	46.58	-112.03	1260.0432				94104	19281231.0	19290701.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
19	19		HELENA	46.58	-112.03	1263.0912				94104	19360531.0	19370101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
20	20		HELENA	46.58	-112.03	1263.0912				94104	19370101.0	19401231.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
21	21		HELENA	46.58	-112.03	1263.0912				94104	19401231.0	19521101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
22	22		HELENA	46.58	-112.03	1263.0912				94104	19550131.0	19551231.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
23	23		HELENA	46.58	-112.03	1241.1456				94104	18840101.0	18910101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
24	24		HELENA	46.58	-112.03	1263.0912				94104	19330101.0	19360531.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
25	25		HELENA	46.58	-112.03	1256.0808				94104	18920101.0	18920701.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
26	26		HELENA WB CITY	46.58	-112.03	1263.0912				94104	19521101.0	19521130.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
27	27		HELENA WB CITY	46.58	-112.03	1263.0912				94104	19521130.0	19550101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
28	28		HELENA WB CITY	46.58	-112.03	1263.0912				94104	19550101.0	19550131.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
29	29		HELENA	46.58	-112.03	1260.0432				94104	19290701.0	19330101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
30	30		HELENA	46.58	-112.03	1256.0808				94104	18910101.0	18920101.0		3.2		WBAN	0-20500-0-94104	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
31	31		HELENA WSO	46.61	-111.96	1187.5008				24144	19950101.0	19980102.0		3.3		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
32	32		HELENA AP ASOS	46.61	-111.96	1187.5008				24144	19980102.0	99991231.0		3.3		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
33	33		HELENA WSO	46.61	-111.96	1187.5008				24144	19941101.0	19950101.0		3.3		WBAN	0-20500-0-24144	helena	2.8	46.5927778	-112.0352778		72772.0																				[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
0	0															CHUAN	0-20400-0-nan	helena	2.8	46.5927778	-112.0352778																						[46.6, 46.6]	[-112.0, -112.0]	era5.conv._2:24144	era5_2	19530611	19571130	2:24144	0-20000-0-72772	[104, 105, 106, 107]	identified
