level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		WINDSOR LOCKS/BRADLEY FIELD	41.9333	-72.6833	52.7				14721	1942.0	1944.0	True	113.1		IGRA2	0-20300-0-14721	attleboro	3.2	41.9444444	-71.28611109999999	USW00014721																					inconsistentCoordinates
0	0	0-20000-0-72507	PROVIDENCE/GREEN STATE, RI.	41.733333333333334	-71.43333333333334	19.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN	41 44 00N	071 26 00W	72507	999.0	999.0	False	23.8		OSCAR	0-20000-0-72507	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
0	0		PROVIDENCE	41.83	-71.42	21.031200000000002				94707	19400101.0	19480101.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
1	1		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19530501.0	19530531.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
2	2		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19521231.0	19530501.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
3	3		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19490201.0	19521231.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
4	4		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19481231.0	19490201.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
5	5		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19480101.0	19480131.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
6	6		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19480131.0	19480301.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
7	7		PROVIDENCE WB CITY	41.83	-71.42	21.031200000000002				94707	19480301.0	19480331.0		13.9		WBAN	0-20500-0-94707	attleboro	3.2	41.9444444	-71.28611109999999																						inconsistentCoordinates
