level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
0	0															0-20300-0-nan	IGRA2	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
0	0		TRENTON MERCER CO AP	40.27	-74.82	60.0456				14792.0	19431101.0	19450930.0		0.0		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
1	1		TRENTON MERCER CO AP	40.28	-74.82	60.96				14792.0	19550501.0	19620101.0		1.1		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
2	2		TRENTON MERCER CO AP	40.28	-74.82	58.8264				14792.0	19620101.0	19811231.0		1.1		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
3	3		TRENTON MERCER CO AP	40.28	-74.82	64.92240000000001				14792.0	19950101.0	19980311.0		1.1		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
4	4		TRENTON MERCER CO AP	40.28	-74.82	64.92240000000001				14792.0	19930101.0	19950101.0		1.1		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
5	5		TRENTON MERCER CO AP	40.28	-74.82	58.8264				14792.0	19811231.0	19930101.0		1.1		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
6	6		TRENTON MERCER CO AP	40.28	-74.81	64.92240000000001				14792.0	19980311.0	99991231.0		1.4		0-20500-0-14792	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
7	7		TRENTON WSO CITY	40.22	-74.77	57.912000000000006				14773.0	19300601.0	19330101.0		7.0		0-20500-0-14773	WBAN	ewing	1.7	40.2697222	-74.80027779999998																						[40.27, 40.27]	[-74.82, -74.82]	era5.conv._2:14792	era5_2	19431115	19450831	2:14792	0-20500-0-14792	[104, 105, 106, 107]	identified
